LUK.1.1	Он-ка укал хоял хачал бичэвур тэлэӈур дукудилритан, 
LUK.23.42	– Мину-дэ дӫӈчиӈраӈанри, мэн Тэгэмэрэдеклэй ӈэнриди!
LUK.23.43	Иисус ноӈантакин гөнин:
LUK.23.43	– Айдиту хинтэки гөндим, эрэв инэӈу хи айгарарил билэклэтэн хөнтэлэ ининдулэ Миннюн бидинри!
LUK.23.44	Инэӈ нюӈитэн часан далилан бисин, нян таракам чэлэлин төрли химӈэн один, уюклэ часакла тачин химӈэӈчирин. 
LUK.23.45	Нӫлтэн дипкурин, тадук-нян Хэвки Дюлан кулитыӈэн калтас нэбдэррин. 
LUK.23.46	Иисус дылгурач дылганди төрэснин:
LUK.23.46	– Амму, Хин Ӈаллас Мэн хирами бөрэм!
LUK.23.46	Тарав гөнэкэн, Иисус хиранни нипкурин, ачча один. 
LUK.23.47	Римскай офицер, тарав эйду коечэ, Хэвкив эскэрин, гөникэн:
LUK.23.47	– Айдит, эрэк бэй айгарари бисин.
LUK.23.48	Эйду чакапчал тарав коеттэвур бэил, иттыдюр тачин очав, дюткивур мучудилритан, набутми, тыӈэндулэвур чорникан. 
LUK.23.49	Ноӈман эйду харил бэил, асал-да Ноӈандун Галилеядук бодчал, далидун илатникан, тарав коеччиддытэн.
LUK.23.50	Таракам ӈив-уттэ, Иосиф гэрбэди, нюӈсэгэн бэиӈэн, ай, айдитач-та биси бэй, 
LUK.23.51	нюӈсэглэтэн эчэ бис, некэндулэттэн-дэ, Аримафеядук, Иудея городдукун бисин, тачин-та-тта Хэвки Тэгэмэрэдеккон алатча. 
LUK.23.52	Пилаттаки эмрин, нян Иисус Булгиссон гасчирин. 
LUK.23.53	Нян Тарав аталриди, булатач хэркэрин, тар Ноӈман кэӈрэлэ, дӫл долан алди бидэн хилгатчала, нэдин, тала ӈив-дэ эчилтэн унэт нэд. 
LUK.23.54	Тарак инэӈ пятница бисин, суббота-да одилрин. 
LUK.23.55	Асал-да, Иисуснюн Галилеядук эмчэл, боддитан, дӫлу кэӈрэв коеттитэн, он-да Иисус булгисан нэчэ бисивэн. 
LUK.23.56	Нян мучуридюр, унӈэлэлдывурбу, нӫчэ хэтэвэн-дэ
LUK.24.1	Неделя омнилэн инэӈэӈнэн бадикар асал, кимчавур унӈэлэлдывурбур гадыдюр, дӫлдулэ биситки хуртэки
LUK.24.2	Тарбач нипкэлдывум дӫлу хурдук нэбдэлчэв бакритан. 
LUK.24.3	Долан иридюр, Хунӈивур Иисус Булгиссон эчилтэн бакра. 
LUK.24.4	Тарав мяӈчиддакатан, ноӈарбутан дэпки дӫр бэил гилрэнеч хуталрич оич тэтуттыл илачилритан, 
LUK.24.5	Асал, олми, итывур төрлэ ноӈкэрэкэтэн, тарал ноӈартакитан гөнитэн:
LUK.24.5	– Ядавур инив көкэчэл долитан гэлэтэс? 
LUK.24.6	Ноӈан элэ ачча, Ноӈан аррин. Дӫлилра, унэт Галилеяду бидми, хунтэки гөнчэвэн: 
LUK.24.7	«Бэй Хутэн Оча төнӈэкичу овканчал ӈалдутан хэпкэмдин, тэлгэлэвдин, илилатан инэӈэӈнэтэн ардин».
LUK.24.8	Тарбач ноӈартан тарав, Иисус тачин гөнчэвэн, дӫнитан. 
LUK.24.9	Алдысагдук мучуридюр, мян өмэнду хупкуттынэлтэкин, хөнтэлтэки-дэ тарав тэлэӈритэн. 
LUK.24.10	Тарак Мария Магдалина, Иоанна, Иаков энинни Мария, хөнтэл-дэ ноӈарнюнтан бичэл хупкуттыӈэлтэкин тарав эйду тэлэӈчэл биситэн. 
LUK.24.11	Асал тэлэӈчэвутэн эчилтэн тэдер, чукалдаридитан гөникэн. 
LUK.24.12	Пётр-нян, хэкэркиниди, алдытки хэтэкэнин, хур долан эӈэниди, дӫрбу-ткан көкэчэв хэркэлдывум булату иттин, мучурин-нян, тарав мяӈчиникан.
LUK.24.13	Тарав-тит инэӈу ноӈардукутан дӫр Иисус хупкуттыӈэлни Иерусалимдук мян өмэнь хулэкэч километрач тэгэдукун биситки билэктэки, Эммаусач гэрбэттытки, гиркаддытан, 
LUK.24.14	нян мэр дөливур эйду некэпчэв укчэнритэн. 
LUK.24.15	Тарбач мэр доливур укчэнмэттэкэттэн, Мэнкэн Иисус дагамриди, ноӈарнюнтан гиркадилрин. 
LUK.24.16	Тарбач ясалалтан нурутча бисин, теми эчилтэн Ноӈман тад. 
LUK.24.17	Нян Ноӈан ноӈартакитан гөнин:
LUK.24.17	– Яв-нян ху гирканикан, мэр доливур укчэнэс, ями-да набучис?
LUK.24.18	Ноӈардукутан өмэн, Клеопач гэрбэди, ноӈантакин барагрин:
LUK.24.18	– Эв хи эмчэлдук Иерусалимна өмэн эсэнри хар, як-та эрэл инэӈэӈнэтэн тала некэпчэв?
LUK.24.19	Нян Ноӈан ноӈартакитан гөнин:
LUK.24.19	– Як очав?
LUK.24.19	Ноӈартан Ноӈантакин гөнитэн:
LUK.24.19	– Иисуснюн Назаретанканюн опчав, Ноӈан мэтумӈэ бисин, Хэвки, чэлэн ӈөнмим дэпки некэндули, төрэндулэ-дэ эӈи бисин, 
LUK.24.20	он-да дюлэгэл хиргэчимӈэл попал, бэгэсэл-дэ усалтанду көкэнтэки Ноӈман бөритэн, нян Ноӈман тэлгэритэн. 
LUK.24.21	Бу-нян эеттивун, Ноӈан Тарак бисивэн, Ӈи Израилю айчинна, тарич-та-тта эрэв инэӈу укал илитан инэӈэӈэтэн тарак очатки одни. 
LUK.24.22	Тарбач хан-да мун асаӈалбун муну мямканитан: ноӈартан бадич алди анчиндун биситэн, 
LUK.24.23	нян Ноӈан булгиссон эчилтэн бакра, эмридюр, тэлэӈритэн, ангелал ичулчэвутэн, гөнчэвутэн-дэ Иисус инивэн. 
LUK.24.24	Тарбач хан мундук алдытки ӈэнритэн, тар асал гөнчэгчинтэн бакритан, нян Ноӈман эчилтэн иттэ.
LUK.24.25	Таракам Иисус ноӈартакитан гөнин:
LUK.24.25	– Эрэй, ач мэргэнэл, мявундюр-да няӈал, чэлэн тэдедэвур мэтумӈэл гөнчэвутэн. 
LUK.24.26	Эв эсни тачин Христос хиланнан бис, Мэн Эскэндулэй ӈэндэй?
LUK.24.27	Тар Моисейдук эйдудукун мэтумӈэлдук чэлэн Дукундула Ноӈман дукутчав, Иисус ноӈартакитан тэлэӈэдилрин.
LUK.24.28	Тарбач ноӈартан ӈэнэтчэткивур билэклэ исадилритан, Ноӈан-нян часки гиркастирий ичукэттин. 
LUK.24.29	Нян ноӈартан Ноӈман бөкаттитан, гөникэн:
LUK.24.29	– Муннюн эмэбли, укал хисэлрэн.
LUK.24.29	Тар Ноӈан ноӈарнюнтан ирин, эмэбтин. 
LUK.24.30	Ок Иисус ноӈарнюнтан дебэдекту тэгэттин, килебу гадыди, тарав төрэснин, калтирин, нян ноӈардутан бөрин. 
LUK.24.31	Таракам ясалалтан аӈабтитан, нян ноӈартан Ноӈман тадытан, тарбач Иисус ноӈардутан эты ичур одын. 
LUK.24.32	Нян ноӈартан мэр дөливур төрэритэн: «Эв мут мявунты эч дуррэ, муттэки хотаранду гөндиддэкэн, нян мутту Дукунмаю уталукандиддакан?» 
LUK.24.33	Тармав часу илридюр, Иерусалимна мучуритан, нян мян өмэм өмэтту апостолалбу, ноӈарнюнтан-да бисилбу бакритан, 
LUK.24.34	төрэрилбу айдитач Хунӈит арчаван, Симонтаки ичулчэвэн. 
LUK.24.35	Ноӈартан-нян хотаранду бичэв тэлэӈритэн, Ноӈман-да тадачавур, килебу калтачалин.
LUK.24.36	Ноӈартан унэт тарав тэлэӈэдэкэтэн, Иисус мэнкэн дулкакандулатан илачилрин, гөникэн:
LUK.24.36	– Аймулдан хунду бидэн.
LUK.24.37	Ноӈартан, аричивридюр гэрбэтми, олритан. 
LUK.24.38	Тарбач Ноӈан ноӈартакитан гөнин:
LUK.24.38	– Яв гирбэлэӈчис? Якав таррөчин экич тэдеттэ хун мэргэндулэсэн бисни? 
LUK.24.39	Мин ӈалу, Мин бодэлу-дэ коетлилрэ, эрэк Би бисэм, тэмилрэ Мину, ярутлилра, як мингэчин мусун илрэлкэн, икэрилкэн-дэ бивэттэн.
LUK.24.40	Тачин гөникэн, Мэн ӈали, бодэли-дэ ноӈардутан ичукэнин. 
LUK.24.41	Ноӈартан, тарав хокаӈчими, эсэкэтэн унэт тарав тэдер, унэт-тэ мяӈчиракатан, Иисус ноӈарбутан улгэмрин:
LUK.24.41	– Хун деплэӈэсэн иррөчинул бисни-гу?
LUK.24.42	Дебдэн далгатчав олрав, гамату-да нӫчэ чакаррон ноӈандун бөритэн. 
LUK.24.43	Гадыди тарав, коедэтэн дептин.
LUK.24.44	Тар ноӈартакитан гөнин:
LUK.24.44	– Эчин биннэв Би хунтэки, хуннюн унэт бидми, гөндидӫттэм. Эйду, як-ка Мину Моисей Итундулан дукаттан, мэтумӈэл-дэ мэтундулэтэн, Хэвкив эскэндулэ икэлдулэ-дэ дукаттан, тарак эйду обдин.
LUK.24.45	Чэлэвэн, як-ка Ноӈман Дукундула дукуттан, эйдувэн бисилбэ унувканин. 
LUK.24.46	Тарбач ноӈартакитан гөнин:
LUK.24.46	– Тачин дукуттан, тачин-да Христос хиланнан бисин, көкэми илилатан инэӈэӈнэтэн араннан-да бисин. 
LUK.24.47+LUK.24.48	Ху эйду коерисэн он-да бичэвэн, теми ху эйдуткин бэилтэки тэлэӈэннэсэн, мэтуннэсэн-дэ, төнӈэкичу овканчавур тэлэӈдэтэн, таракам төнӈэкичу овканчатан ноӈардукутан аталабдин. Тачин некрекэтэн, Хэвки ноӈарбутан айчидин. Иерусалимдук мэтудилӈэсэн, тарбач тадук эйдулин төрли бисилтэки бэилтэки, Мин Гэрбэву гэрбутникэн, тэлэӈӈэсэн. 
