MAT.1.1	ಇದ್ ಯೇಸು 
2PE.2.6	ಅದೇ ತರ, ಸೊದೋಮ್ ಪಿಂಞ ಗೊಮೋರ ಪಟ್ಟಣತ್‍ನ ತಿತ್ತ್‌ಕ್ ಇಟ್ಟಿತ್ ಬೂದಿಯಾಪನೆಕೆ ತೀರ್ಪ್ ಮಾಡಿತ್, ಬಪ್ಪಕುಳ್ಳ ಕಾಲತ್‍ಲ್ ದೇವಡ ಮೇಲೆ ಬಕ್ತಿ ಇಲ್ಲತೆ ಬದ್‍ಕ್‍ವಯಿಂಗಕ್ ಉದಾರಣೆಯಾಯಿತ್ ಮಾಡ್‍ಚಿ.
2PE.2.7	ಆಚೇಂಗಿ, ಅದೇ ಸಮಯತ್‍ಲ್, ನೀತಿವಂತಂವೊನಾನ 
2PE.2.8	ದಿನಾಲು ಅದ್‍ನೇ ಕಂಡಿತ್ ಕ್‍ೕಟಿತ್, ತಾಂಡ ನೀತಿಯಾನ ಹೃದಯತ್‍ಲ್ ನೊಂಬಲ ಪಟ್ಟಂಡ್ ಇಂಜತ್. ಅಕ್ಕ ಅಂವೊನ ದೇವ ಕಾಪಾಡ್‍ಚಿ. 
2PE.2.9	ಅನ್ನನೆ ಆಚೇಂಗಿ, ಬಕ್ತಿಯುಳ್ಳಯಿಂಗಳ ಅಯಿಂಗಕ್ ಬಪ್ಪ ಸೋದನೆಯಿಂಜ ಕಾಪಾಡ್‌ವಕು, ಅನೀತಿಯಾನಯಿಂಗಳ ನ್ಯಾಯತೀರ್ಪ್ ನಾಳ್‍ಕತ್ತನೆ ಶಿಕ್ಷೇಲ್ ಬೆಚ್ಚಿತ್‌ಪ್ಪಕು ಒಡೆಯಂಗ್ ಗೊತ್ತುಂಡ್. 
2PE.2.10	ಎಲ್ಲಾಕಿಂಜ, ಅಯಿಂಗಡ ಸ್ವಂತ ಮೋಸವಾನ ಲೈಂಗಿಕ ಪಾಪತ್‍ರ ಗುಣತ್‍ರ ಆಸೆರನೆಕೆ ಬದ್‍ಕ್‍ವಕ್ ಬಗ್ಗ್‌ಚಿಟ್ಟಿತ್ ನಡ್ಂದಂಡ್, ಒಡೆಯಂಡ ಅದಿಕಾರತ್‍ನ ಅಲ್ಲಗೆಳೆಯುವಯಿಂಗಕ್ ಕಂಡಿತವಾಯಿತ್ ಇನ್ನನೆ ಮಾಡ್‌ವ. ಈಂಗ, ದಾರ್ ಎಣ್ಣ್‌ಚೇಂಗಿಯು ತಗ್ಗಿತ್‌ ನಡ್‌ಕತಯಿಂಗಳು, ಆಂಗಾರಿಯಳು, ದೇವಡ ಸನ್ನಿದಾನತ್‍ಲ್ ಪರಲೋಕತ್‍ಲ್ ಮಹಿಮೆ ಪಡ್ಂದಯಿಂಗಳ ದೂಷಣೆ ಮಾಡ್‌ವಕ್ ಪೋಡಿಯಿಲ್ಲತಯಿಂಗಳು ಆಯಿತುಂಡ್. 
2PE.2.11	ದೇವ ದೂತಂಗ ಶಕ್ತಿ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್ ಇಂಜತೇಂಗಿಯು, ಅದಿಕಾರ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್ ಇಂಜತೇಂಗಿಯು, ದೇವಡ ಸನ್ನಿದಾನತ್‍ಲ್ ಅಯಿಂಗಳ ದೂಷಣೆ ಮಾಡ್‌ಲೆಲ್ಲ!
2PE.2.12	ಆಚೇಂಗಿ, ಈ ಕಳ್ಳ ಬೋದನೆ ಮಾಡ್‌ವಯಿಂಗ ಅಯಿಂಗಕ್ ಗೊತ್ತಿಲ್ಲತ ವಿಷಯತ್‍ಲ್ ದೇವ ದೂಷಣೆ ಎಣ್ಣಿಯಂಡುಂಡ್. ಈಂಗ ಮುಠಾಳರನೆಕೆ ಉಳ್ಳ ಪ್ರಾಣಿಯರನೆಕೆ, ಬುದ್ದಿಯಿಲ್ಲತ ಸೂನ್ಯ ಮೃಗತ್‍ರನೆಕೆ, ಪುಡ್‌ಚಿತ್ ಪಾಳಾಪಕಾಯಿತೇ ಪುಟ್ಟ್‌ನಯಿಂಗ. ಮೃಗತ್‍ರನೆಕೆ ಈಂಗಳು ಪಾಳಾಯಿ ಪೋಪ.
2PE.2.13	ಅಯಿಂಗ ಮಾಡ್‍ನ ಕೇಡ್‍ಕ್ ಅಯಿಂಗಕ್ ಬಪ್ಪ ಕೇಡೇ ಫಲವಾಯಿತ್‌ಪ್ಪ. ಪೋಲ್‍ರ ಬೊಳಿಲ್ ಕೂಟ್‍ಕಳೀಲ್ ಮುಳ್‍ಗಿತ್ ಇಪ್ಪದ್ ಕುಶೀಂದ್ ಗೇನ ಮಾಡ್‌ವ. ಅಯಿಂಗ ನಿಂಗಡಲ್ಲಿ ಲೆಜ್ಜೆಯಾಯಿತ್, ಞಾಣವಾಯಿತ್ ಇಪ್ಪ. ಅಯಿಂಗ, ನಿಂಗಡ ಕೂಡೆ ಐಕ್ಯತ್‍ರ ಗಾದ್ದಾಳತ್‍ಲ್ ಉಂಬಕ ಸಹ ಅಯಿಂಗ ಮಾಡ್‌ವ ವಂಚನೆಲ್ ಕುಶಿಪಟ್ಟಂಡ್ ಇಪ್ಪ. 
2PE.2.14	ಅಯಿಂಗ ವ್ಯಬಿಚಾರತ್‍ರ ಗೇನತ್‍ಲ್ ದುಂಬಿತ್, ಪಾಪ ಮಾಡ್‌ವದ್‍ನ ನಿಪ್ಪ್‌ಚಿಡತಯಿಂಗಳಾಯಿತ್ ಬದ್‍ಕ್‍ವ; ಸ್ತಿರವಿಲ್ಲತ ದೇವಡ ಮಕ್ಕಳ ಪಾಪ ಮಾಡ್‌ವನೆಕೆ ಅಯಿಂಗಡ ಕೈಕ್ ಇಡ್‌ವ, ದುಡ್ಡ್‌ರ ಆಸೆಕಾಯಿತ್ ಅಯಿಂಗಡ ಹೃದಯತ್‍ನ ಚಾಯಿತೆ ಪಡಿಚಿಟ್ಟ ಶಾಪತ್‍ರ ಮಕ್ಕಳಾಯಿತ್ ಈಂಗ ಉಂಡಲ್ಲ! 
2PE.2.15	ಈಂಗ ಸರಿಯಾನ ಬಟ್ಟೇನ ಬುಟ್ಟಿತ್, ತಪ್ಪ್‌ಚಿಟ್ಟಿತ್, ಬೆಯೋರ ಎಣ್ಣ್‌ವಂವೊಂಡ ಮೋಂವೊನಾನ ಬಿಳಾಮ ಎಣ್ಣ್‌ವಂವೊಂಡ ಬಟ್ಟೇಲ್ ನಡ್‌ಂದಯಿಂಗ; ಈ ಬಿಳಾಮ ಅನೀತಿರ ಸಂಪಾದೆನೆಲ್ ಕುಶಿಪಟ್ಟತ್‌.
2PE.2.16	ಆಚೇಂಗಿ, ಅಂವೊ ಮಾಡ್‍ನ ಅಕ್ರಮಕಾಯಿತ್ ಅಂವೊಂಗ್ ಜೋರ್ ಮಾಡ್‌ಚಿ. ತಕ್ಕ್ ಪರಿಯತ ಕತ್ತೆ, ಮನುಷ್ಯಂಡನೆಕೆ ತಕ್ಕ್ ಪರ್ಂದಿತ್, ಒರ್ 
2PE.2.17	ಈಂಗ ನೀರ್ ಇಲ್ಲತ ಕಣತೆರನೆಕೆ, ಪಿಂಞ ಬಿರ್‌ಗಾಳಿಲ್ ಅಲ್ಲಿ ಇಲ್ಲಿ ಓಡುವ ಮೋಡತ್‍ರನೆಕೆ ಉಂಡ್; ಬಲ್ಯ ಇರ್‌ಟ್‌ನ ಮಾತ್ರ ಈಂಗಕ್ ನ್ಯಾಯತೀರ್ಪಾಯಿತ್ ಬೆಚ್ಚಿತುಂಡ್. 
2PE.2.18	ಅಯಿಂಗಡ ಬಾಯಿಲ್ ಮುಠಾಳತನತ್‍ರ ಪಿಂಞ ಒಂದು ಇಲ್ಲತ ಬಡಾಯಿ ತಕ್ಕ್ ಮಾತ್ರ ಉಂಡ್. ಅಯಿಂಗಡ ಕಳ್ಳ ಬೋದನೆರ ಮೂಲಕ, ತಡೀರ ಇಚ್ಛೆರ ಆಸೆ, ಪಾಪ ಅಲ್ಲಾಂದ್ ಎಣ್ಣಿತ್, ಪಾಪ ಮಾಡ್‌ವ ಜನತ್‍ಂಜ, ಇಕ್ಕ ಬುಡ್‌ಗಡೆಯಾಯಿತ್ ಬಂದ ಯೇಸುನ ನಂಬ್‍ನಯಿಂಗಕ್ ಆಸೆ ಕಾಟಿತ್ ಅಯಿಂಗಳ ತಿರಿತ್ ಪೋಪಕ್ ಮಾಡಿಯಂಡುಂಡ್. 
2PE.2.19	ಅಯಿಂಗ ಕೇಡಾನ ಪಾಪಕ್ ಅಡಿಯಾಳಾಯಿತ್ಂಜತೇಂಗಿಯು, ಬೋರೆಯಿಂಗಕ್ ಬುಡ್‍ಗಡೇನ ವಾಗ್ದಾನಮಾಡಿಯಂಡುಂಡ್; ಏದ್ ವಿಷಯ ಒಬ್ಬನ ಗೆದ್ದ್‌ಚೋ ಅದ್ಂಗೇ ಅಂವೊ ಅಡಿಯಾಳಾಯಿತುಂಡ್. 
2PE.2.20	ಒಡೆಯನಾನ ಯೇಸು 
2PE.2.21	ಅನ್ನನೆ ಉಳ್ಳಯಿಂಗ, ನೀತಿರ ಬಟ್ಟೇನ ಗೊತ್ತಾನ ಪಿಂಞ ಅಯಿಂಗಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟ ಪವಿತ್ರವಾನ ಆಜ್ಞೆನ ಬುಟ್ಟಿತ್ ಪೋಪಕಿಂಜ, ಅದ್‍ನ ಅಯಿಂಗಕ್ ಗೊತ್ತಿಲ್ಲತೆ ಇಂಜಿತೇಂಗಿ ಚಾಯಾಯಿತ್‌ಪ್ಪ. 
2PE.2.22	ನಾಯಿ ಅದ್ ಕಕ್ಕ್‌ನದ್‍ನ ಪುನಃ ತಿಂಬನೆಕೆ, ಕತ್ತ್‌ನ ಪಂದಿ ಪುನಃ ಬಂಡ್‍ಲ್ ಪೋಪಾಂದ್ ಎಣ್ಣ್‌ವ ಪಳೆಯ ತಕ್ಕ್‌ರನೆಕೆ ಅಯಿಂಗಕ್ ಆಚಿ.
2PE.3.1	ಪ್ರೀತಿರ ಜನಳೇ, ನಾನ್ ನಿಂಗಕ್ ಇಕ್ಕ ಒಳ್‍ದ್‍ವದ್ ದಂಡನೆ ಕಾಗದ. ನಾನ್ ಒಳ್‍ದ್‍ನ ಈ ದಂಡ್ ಕಾಗದ‍ತ್‍ಲು, ನಿಂಗಡ ಮನಸ್ಸ್‌ರ ಞಾಪಕತ್‍ನ ಎಪ್ಪ್‌ಚಿಡ್‌ವಕ್ ಪಿಂಞ ಚೆನ್ನ ವಿಷಯತ್‍ನ ಗೇನ ಮಾಡ್‍ಚಿಡ್‌ವಕ್ ನಾನ್ ಪೇಚಾಡಿಯಂಡುಂಡ್. 
2PE.3.2	ಪೂರ್ವ ಕಾಲತ್‍ಲ್ ಪವಿತ್ರ 
2PE.3.3	ನಿಂಗಕ್ ಗೊತ್ತಾಂಡೂಂದ್ ಉಳ್ಳ ಆದ್ಯ ವಿಷಯ ಎಂತ ಎಣ್ಣ್‌ಚೇಂಗಿ: ಕಡೆ ಕಾಲತ್‍ಲ್ ಏಜುವಯಿಂಗ ಬಂದಿತ್ ಏಜಿತ್, ಅಯಿಂಗಡ ಇಚ್ಛೆಲ್ ನಡ್‍ಪ. 
2PE.3.4	ಒಡೆಯ ಪುನಃ ಬಪ್ಪಾಂದ್ ಎಣ್ಣಿಯಂಡುಳ್ಳ ವಾಗ್ದಾನ ಎಲ್ಲಿ? ನಂಗಡ ಅಜ್ಜಂಗ ಚತ್ತ್ ಪೋಚಿ, ಎಲ್ಲಾ ಸೃಷ್ಟಿ ಆನ ಕಾಲತ್ಂಜ ಅನ್ನನೆ ಉಂಡ್‍ೕಂದ್ ಎಣ್ಣುವ.
2PE.3.5	ಆಚೇಂಗಿ, ಪಂಡ್ ಕಾಲತ್‍ಲ್ ದೇವ ಅಂವೊಂಡ ತಕ್ಕ್‌ರ ಮೂಲಕ ಬಾನತ್‍ನ ಮಾಡ್‍ಚೀಂದ್ ಪಿಂಞ ನೀರಿಂಜ ಈ ಬೂಮಿನ ಕೊಂಡ್ ಬಾತ್‍ೕಂದ್, ನೀರ್‌ಂಜಲೇ ಅದ್‍ನ ಬೋರೆ ಮಾಡ್‍ಚೀಂದ್ ಅಯಿಂಗ ಮರ್ಂದ್ ಪೋಚಿ. 
2PE.3.6	ಪಿಂಞ ಜಲಪ್ರಳಯ ಬಂದಿತ್ ಅಕ್ಕತ್‍ರ ಲೋಕತ್‍ನ ಪಾಳ್ ಮಾಡ್‍ಚೀಂದ್ ಅಯಿಂಗಕ್ ಗೊತ್ತ್ಂಜತೇಂಗಿಯು ಬೋಂಡೂಂದೇ ಮರ್ಂದ್ ಪೋಯಿರ್‌ತ್. 
2PE.3.7	ಇಕ್ಕ ಉಳ್ಳ ಬಾನವು, ಬೂಮಿಯು, ಆ ತಕ್ಕ್‌ರಗುಂಡ್, ತಿತ್ತ್‌ಕಾಯಿತ್ ಬೆಚ್ಚಿತುಂಡ್, ದೇವಡ ಮೇಲೆ ಬಕ್ತಿ ಇಲ್ಲತಯಿಂಗಕ್ ನ್ಯಾಯತೀರ್ಪ್ ಕ್‍ಟ್ಟಿತ್ ನಾಶ ಆಪಕತ್ತನೆ ಬದ್ರವಾಯಿತ್ ಅದ್‍ನ ಕಾಪಾಡಿಯಂಡುಂಡ್.
2PE.3.8	ಆಚೇಂಗಿ ನಾಡ ಪ್ರೀತಿರ ಜನಳೇ, ಒಡೆಯಂಗ್ ಒರ್ ದಿವಸ ಆಯಿರ ಕಾಲತ್‍ರನೆಕೆಯು, ಆಯಿರ ಕಾಲ ಒರ್ ದಿವಸತ್‍ರನೆಕೆಯು ಉಂಡ್‍ೕಂದ್ ಉಳ್ಳ ವಿಷಯತ್‍ನ ನಿಂಗ ಮರ್ಂದ್ ಪೋಪಕ್ಕಾಗ. 
2PE.3.9	ಚೆನ್ನ ಜನ ಎಣ್ಣ್‌ವನೆಕೆ, ಒಡೆಯ ತಾಂಡ ವಾಗ್ದಾನತ್‍ನ ನೆರೆವೇರಿಚಿಡುವ ವಿಷಯತ್‍ಲ್ ತಡೆ ಮಾಡಿಯಂಡಿಲ್ಲೆ. ಒಬ್ಬ ಸಹ ನಾಶ ಆಕತೆ ಎಲ್ಲಾರು ಪಶ್ಚಾತಾಪ ಪಟ್ಟಿತ್ ದೇವಡ ಪಕ್ಕ ಬರಂಡೂಂದ್ ಕುಶಿಪಟ್ಟಿತ್ ನಿಂಗಳ ಗೇನಮಾಡಿಯಂಡೇ, ದುಂಬ ತಾಳ್ಮೇಳ್ ಉಳ್ಳಂವೊನಾಯಿತುಂಡ್. 
2PE.3.10	ಒಡೆಯಂಡ ದಿವಸ ಒರ್ ಕಳ್ಳ ಬಪ್ಪನೆಕೆ ಬಪ್ಪ; ಬಲ್ಯ ಸದ್ದ್ ಕ್‍ೕಪ, ಅಕ್ಕ, ಪಂಚಬೂತಂಗ ಎಲ್ಲಾ ತಿತ್ತ್‌ರಗುಂಡ್ ಕತ್ತಿ ಪೋಪ, ಬಾನ ಕಾಂಗತೆ ಆಯಿಪೋಪ, ಬೂಮಿಯು ಅದ್‍ಲ್ ಉಳ್ಳ ಎಲ್ಲವೂ ಇಲ್ಲತ ಆಯಿಪೋಪ.
2PE.3.11	ಎಲ್ಲಾ ಇನ್ನನೆ ನಾಶ ಆಯಿ ಪೋಪಗುಂಡ್, ನಿಂಗ ಎನ್ನನೆ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್ ಇಕ್ಕಂಡು? ನಿಂಗ ಪವಿತ್ರವಾಯಿತ್, ಬಕ್ತಿ ಉಳ್ಳಯಿಂಗಳಾಯಿತ್ ಬದ್‍ಕಂಡು. 
2PE.3.12	ಅನ್ನನೆ ನಿಂಗ ಬದ್‍ಕಿಯಂಡ್, ಅಂವೊಂಗಾಯಿತ್ ಎಲ್ಲಾನ ಮಾಡಿಯಂಡ್ ಪಾರಕಾತಂಡ್ ಇರಿ. ಅಕ್ಕ, ದೇವಡ ದಿವಸ ಬೆರಿಯ ಬಂದ್‍ರ್‍ವ; ಆ ದಿವಸತ್‍ಲ್ ಬಾನ ತಿತ್ತ್‌ಲ್ ಬೆಂಜಿತ್ ಪೋಪ ಅದ್ಂಡ ಉರಿಲ್ ಪಂಚಬೂತಂಗ ಎಲ್ಲಾ ಉರುಗಿ ಪೋಪ. 
2PE.3.13	ಅಂವೊಂಡ ವಾಗ್ದಾನತ್‍ರನೆಕೆ, ನೀತಿ ವಾಸ ಮಾಡಿಯಂಡುಳ್ಳ ಪುದಿಯ ಬಾನ ಪಿಂಞ ಪುದಿಯ ಬೂಮಿ ಬಪ್ಪಾಂದ್ ನಂಗ ಪಾರಕಾತಂಡ್ ಉಂಡ್.
2PE.3.14	ಆನಗುಂಡ್ ನಾಡ ಪ್ರೀತಿರ ಜನಳೇ, ಇನ್ನತದೆಲ್ಲ ಬಪ್ಪಾಂದ್ ಪಾರಕಾತಂಡ್ ಉಳ್ಳಾಂಗ್, ನಿಂಗ ಏದ್ ತಪ್ಪಿಲ್ಲತಯಿಂಗಳಾಯಿತು, ಕುತ್ತ ಇಲ್ಲತಯಿಂಗಳಾಯಿತು, ಅಂವೊಂಡ ಕೂಡೆ ಸಮಾದಾನತ್‍ಲ್ ಇಪ್ಪಯಿಂಗಳಾಯಿತ್ ಎಚ್ಚರತ್‍ಲ್ ಇರಂಡು.
2PE.3.15	ನಂಗಡ ಒಡೆಯಂಡ ಬಲ್ಯ ತಾಳ್ಮೆನ, ಜನ ರಕ್ಷಣೆ ಆಪಕಾಯಿತ್‍ೕಂದ್ ಗೇನ ಮಾಡಂಡು; ನಂಗಡ ಪ್ರೀತಿರ ಅಣ್ಣ ಪೌಲನು, ದೇವ ಅಂವೊಂಗ್ ಕೊಡ್‍ತ ಜ್ಞಾನತ್‍ರನೆಕೆ, ಇನ್ನನೆ ನಿಂಗಕ್ ಒಳ್‍ದಿತುಂಡ್. 
2PE.3.16	ಅಂವೊ ತಾಂಡ ಎಲ್ಲಾ ಕಾಗದ‍ತ್‍ಲು ಈ ವಿಷಯತ್‍ನ ಒಳ್‍ದಿತುಂಡ್; ಅಂವೊ ಎಣ್ಣ್‌ನ ಚೆನ್ನ ವಿಷಯತ್‍ನ ಅರ್ಥ ಮಾಡ್‌ವಕ್ ಕಯಿಂಜಂಡಿಲ್ಲೆ. ಗೊತ್ತಿಲ್ಲತಯಿಂಗಳು, ಸ್ತಿರ ಇಲ್ಲತಯಿಂಗಳು ಅಯಿಂಗಕ್ ನಾಶ ಬಪ್ಪನೆಕೆ, ಬೋರೆ ವಾಕ್ಯತ್‍ನ ಮಾಡ್‌ವನೆಕೆ ಇದ್‍ನ ಸಹ ತಿರಿಕಿಯಂಡುಂಡ್.
2PE.3.17	ಆನಗುಂಡ್, ನಾಡ ಪ್ರೀತಿರ ಜನಳೇ, ಇನ್ನತಾನದೆಲ್ಲ, ನಿಂಗಕ್ ಮಿಂಞಲೇ ಗೊತ್ತಾನಗುಂಡ್, ದುಷ್ಟಂಗಡ ವಂಚನೆಲ್ ನಿಂಗ ಜಾರಿತ್, ನಿಂಗಡ ಸ್ತಿರವಾನ ಸ್ತಾನತ್ಂಜ ಬುದ್ದಿತ್ ಪೋಕತನೆಕೆ ಎಚ್ಚರತ್‍ಲ್ ಇರಿ. 
2PE.3.18	ನಂಗಡ ರಕ್ಷಕನು, ಒಡೆಯನು ಆನ ಯೇಸು 
1JN.1.1	ನಂಗ ನಿಂಗಕ್ ಒಳ್‍ದ್‍ವ ಜೀವತ್‍ರ ತಕ್ಕ್‌ರ ವಿಷಯ ಆದಿಯಿಂಜಲೆ ಬಂದದ್. ಅದ್‍ನ ನಂಗ ನಂಗಡ ಕೆಮಿಲ್ ಕ್‍ೕಟಿತ್ ಕಣ್ಣಾರೆ ಕಂಡಿತುಂಡ್; ಅಕ್ಕು, ನಂಗ ಅದ್‍ನ ನೋಟಿತ್, ನಂಗಡ ಕೈಯಿಂಜ ಮುಟ್ಟಿತುಂಡ್. 
1JN.1.2	ಆ ಜೀವ ಕಾಂಬಕಾಚಿ, ನಂಗ ಅದ್‍ನ ಕಂಡಿತ್ ಸಾಕ್ಷಿ ತಪ್ಪ. ಆನಗುಂಡ್, ನಂಗಕ್ ಗೊತ್ತ್ ಮಾಡಿತ್ ಅರಿಚಿಟ್ಟ ಅಪ್ಪನಾನ ದೇವಡ ಕೂಡೆ ಇಂಜ ನಿತ್ಯ ಜೀವತ್‍ರ ವಿಷಯತ್‍ನ ನಿಂಗಕ್ ಎಣ್ಣ್‌ವಿ. 
1JN.1.3	ಅಪ್ಪಂಡ ಪಿಂಞ ಮೋಂವೊನಾನ ಯೇಸು 
1JN.1.4	ನಂಗಡ ಈ ಸಂತೋಷ ಪೂರ್ತಿ ಆಂಡೂಂದ್ ನಿಂಗಕ್ ಒಳ್‍ದ್‍ವ.
1JN.1.5	ದೇವ ಬೊಳಿಯಾಯಿತುಂಡ್. ಅಂವೊಂಡಲ್ಲಿ ಇರ್‌ಟ್‌ಂದ್ ಎಣ್ಣ್‌ವದೇ ಇಲ್ಲೆ; ಇದ್ ನಂಗ ಯೇಸು 
1JN.1.6	ನಂಗ ದೇವಡ ಕೂಡೆ ಐಕ್ಯತ್‍ಲ್ ಉಂಡ್‍ೕಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿಯು, ಇರ್‌ಟ್‌ಲ್ ನಡ್‍ಪಯಿಂಗಳಾಯಿತುಂಡೇಂಗಿ ನಂಗ ಸತ್ಯತ್‍ಲ್ ನಡ್‍ಕತೆ ಪೊಟ್ಟ್ ಪರಿಯುವಂಗಳಾಯಿತುಂಡ್.
1JN.1.7	ಆಚೇಂಗಿ, ದೇವ ಬೊಳಿಲ್ ಉಳ್ಳನೆಕೆ ನಂಗಳು ಬೊಳಿಳ್ ನಡ್ಂದತೇಂಗಿ, ಅಕ್ಕ ನಂಗ ಒಬ್ಬೊಬ್ಬಂಡ ಕೂಡೆ ಐಕ್ಯತ್‍ಲ್ ಉಂಡ್‍ೕಂದ್ ಆಪ; ದೇವಡ ಮೋಂವೊನಾನ ಯೇಸು 
1JN.1.8	ಆಚೇಂಗಿ ನಂಗ ನಂಗಡಲ್ಲಿ ಪಾಪ ಇಲ್ಲೇಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ ನಂಗಳ ನಂಗಳೇ ಮೋಸ ಮಾಡ್‌ವನೆಕೆ. ಅಕ್ಕ ಸತ್ಯ ನಂಗಡ ಒಳ್‍ಲ್ ಇಲ್ಲೆ. 
1JN.1.9	ನಂಗ ನಂಗಡ ಪಾಪತ್‍ನ ನೇರಾಯಿತ್ ಅಂವೊಂಡ ಪಕ್ಕ ಒತ್ತಂಡತೇಂಗಿ, ದೇವ ಅಂವೊಂಡ ತಕ್ಕ್‌ನ ಮೀರತೆ, ನಂಗಡ ಪಾಪತ್‍ನ ಮನ್ನಿಚಿಟ್ಟಿತ್ ನಂಗಡಲ್ಲಿ ಉಳ್ಳ ಸಕಲ ಕೆಟ್ಟ ಗುಣತ್‍ನ ಶುದ್ದ ಮಾಡ್‌ವಕ್ ಅಂವೊ ನೀತಿವಂತಂವೊನಾಯಿತ್ ಉಂಡ್. 
1JN.1.10	ನಂಗ ಪಾಪ ಮಾಡಿತ್‌ಲ್ಲೇಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ ದೇವನ ನಂಗ ಪೊಟ್ಟ್‌ಪರಿಯುಂವೊನಾಯಿತ್ ಮಾಡ್‌ವನೆಕೆ. ಅಂವೊಂಡ ವಾಕ್ಯ ನಂಗಡಲ್ಲಿ ಇಲ್ಲೆ.
1JN.2.1	ನಾಡ ಪ್ರೀತಿರ ಮಕ್ಕಳೇ, ನಿಂಗ ಪಾಪ ಮಾಡತೆ ಇಪ್ಪಕಾಯಿತ್ ನಾನ್ ನಿಂಗಕ್ ಇದ್‍ನ ಒಳ್‍ದ್‍ವಿ. ಅನ್ನನೆ ದಾರೇಂಗಿ ಪಾಪ ಮಾಡ್‍ಚೇಂಗಿ, ನಂಗಕಾಯಿತ್ ಅಪ್ಪನಾನ ದೇವಡ ಪಕ್ಕ ಬೋಡ್‍ವಕ್ ಮದ್ಯಸ್ತ ಒಬ್ಬ ಉಂಡ್. ಆ ಮದ್ಯಸ್ತ, ನೀತಿವಂತಂವೊನಾನ ಯೇಸು 
1JN.2.2	ಅಂವೊನೇ ನಂಗಡ ಪಾಪತ್‍ನ ಪರಿಹಾರ ಮಾಡ್‌ವ ಬಲಿ ಅರ್ಪಣೆ. ನಂಗಡ ಪಾಪಕಾಯಿತ್ ಮಾತ್ರ ಅಲ್ಲ, ಲೋಕತ್‍ಲ್ ಉಳ್ಳ ಎಲ್ಲಾ ಜನಡ ಪಾಪಕು ತ್ಯಾಗ ಅರ್ಪಣೆಯಾಯಿತುಂಡ್.
1JN.2.3	ದೇವಡ ಆಜ್ಞೆನ ಮೀರತೆ ನಡ್ಂದತೇಂಗಿ, ಅಂವೊನ ನಂಗಕ್ ಗುತ್ತುಂಡ್‍ೕಂದ್ ದೃಡವಾಯಿತ್ ನಂಗಕ್ ಗೊತ್ತಾಪ. 
1JN.2.4	ಒಬ್ಬ, ನಾಕ್ ದೇವನ ಗೊತ್ತುಂಡ್‍ೕಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿಯು, ಅಂವೊಂಡ ಆಜ್ಞೆರ ಪ್ರಕಾರ ನಡ್‍ಕತೆ ಪೋಚೇಂಗಿ, ಅಂವೊ ಪೊಟ್ಟ್ ಪರಿಯುಂವೊನಾಯಿತುಂಡ್, ಅಂವೊಂಡ ಪಕ್ಕ ಸತ್ಯ ಇಲ್ಲೆ. 
1JN.2.5	ಆಚೇಂಗಿ ದಾರ್ ಅಂವೊಂಡ ತಕ್ಕ್‌ನ ಮೀರತೆ ನಡ್‍ಪ, ನೇರಾಯಿತ್ ಅಂವೊಂಡಲ್ಲಿ ದೇವಡ ಪ್ರೀತಿ ಪೂರ್ತಿಯಾಯಿತ್‌ಪ್ಪ. ಅನ್ನನೆ ಮಾಡ್‍ಚೇಂಗಿ ಮಾತ್ರ ನಂಗ ದೇವಡ ಕೂಡೆ ಐಕ್ಯತ್‍ಲ್ ಉಂಡ್‍ೕಂದ್ ಗೊತ್ತಾಪ. 
1JN.2.6	ದಾರೇಂಗಿ ನಾನ್ ದೇವಡ ಐಕ್ಯತ್‍ಲ್ ಉಳ್ಳ್‌‍ೕಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ, ಅಂವೊನು ಯೇಸು 
1JN.2.7	ಪ್ರೀತಿರ ಮಕ್ಕಳೇ, ನಾನ್ ನಿಂಗಕ್ ಒಳ್‍ದಿಯಂಡುಳ್ಳ ಈ ಆಜ್ಞೆ ಪುದಿಯದಲ್ಲ. ಇದ್ ಪಳೆಯದೇ. ಆದಿಯಿಂಜಲೆ ನಿಂಗಕ್ ಇಂಜದ್. ಪಳೆಯ ಆಜ್ಞೆನ ನಿಂಗ ಮಿಂಞಲೇ ಕ್‍ೕಟಿತುಳ್ಳಿರ. 
