GEN.1.1	Gaihcij dwg Cangqdiq cauh gwnzmbwn caeuq lajdeih okdaeuj he. 
JAS.2.23	Aenvih Yaqbwzlahhanj sinq Cangqdiq, yiengq de couh ndaej youq ndaw lwgra Cangqdiq suenq dwg boux mij'z coih he hih vunz.
JAS.2.23	Couh vih yienghneix, de caemh ndaej suenq dwg gij baengzyoux Cangqdiq. 
JAS.2.24	Sojhij, ciuq luj yienghneix ma yawj, 
JAS.2.25	Caemh doxdoengz, Lahhoz dah guh lauxgawj neix, aenvih de bang song boux Hijswzlez vunz, hawj song boux de ndoj youq ndaw ranz de, gajlaeng, caiq soengq song boux de goq daixlingh diuz roen okbae, couh vih yienghneix hwj, 
JAS.2.26	Caemhdangq naeuz, aen ndangdaej mbouj miz hoenzsaenz hih, aen de caemhdangq rai lo; caemh doxdoengz, sinq, hwng mbouj guh, caemh daengjhih lingz.
JAS.3.1	Gak boux beixnuengx hax, faenhsou mbouj wnggai bouxboux cungj ijsiengj guh goengjsae son 
JAS.3.2	Gizsaed gyoengqraeuz siengzseiz cungj guh loek. Yiengq, hauhnaeuz miz byawz ndaej gag guenj ndei conghbak bonjfaenh, mbouj doeng gangj sae gangj gij mbouj hab gangj he hih, boux de couh dwg boux vunz ndei liuxliux he lo; boux de caemhdangq ndaej gag guenj ndei bonjfaenh lo.
JAS.3.3	Caiq hauhnaeuz gyoengqraeuz siengj hawj duz max he dingq vah, cijaeu mwngz dawz diuz giengmax coengq haeuj ndaw bak duz de bae, couh ndaej cijveih de hawj de dingq vah lo. 
JAS.3.4	Faenhsou yawj hux, aen ruz hung hux hung, caenhgag rumz hung cij ndaej ci bae lah, hoeng cijaeu miz vunz dawz dihgij dox
JAS.3.5	Caemh doxdoengz, diuz linx gannaeuz iq lah, hoeng, ndaej hawj conghbak vunz ndau vahvah cungj ndaej. Couh luj ceh saizhoj he; gannaeuz ceh de iq lah, hoeng ndaej cwt dawz baenx aen ndoengfaex liux. 
JAS.3.6	Gou naeuz sou ni hax, diuz linx caemhdangq feiz; gij feiz neix caemh dwg Sajdanq diemj dawz hih. 
JAS.3.7	Hawjm'z yawj hux, lajmbwn hih doengh duz cukseng hah, doengh duz roeg mbin hah, doengh duz vuenz he hah, doengh duz ndaw raemx youz hah, vunz cungj ndaej guenjciq gyoengqde. 
JAS.3.8	Hoeng gangj daengz diuz linx conghbak, vunz dauq mij saek boux ndaej gag guenj ndei; gizsaed diuz linx caenhrox ndau mbouj dingz, daiq doegsieb lai, cungj dwg haih vunz he.
JAS.3.9	Hawjm'z yawj hux, gyoengqraeuz yungh conghbak bonjfaenh ma haenh bouxcawj raeuz, 
JAS.3.10	Gak boux beixnuengx, gou naeuz sou ni hax, haenh caeuq mang cungj dwg doengz conghbak he daj conghbak he ok daeuj, daiq mbouj wnggai lo. 
JAS.3.11	Caemhdangq naeuz doengz caemh aen mboq he, ndaej danh ok raemx diemz caeuq raemx haemz okdaeuj maz? 
JAS.3.12	Go uzvahgoj ndaej dawz makmbi maz? Go buzdauz ndaej dawz uzvahgoj haz? Mboq raemx ndaengq mbouj ok raemx diemz.
JAS.3.13	Gou naeuz hax, faenhsou miz byawz naeuz bonjfaenh dwg coengjmingz, roxsoq hih, couh mbouj wnggai rasang; wnggai soh semxsemh, wnggai guh gij saeh cingqcuek he cij deng. 
JAS.3.14	Yiengq, hauhnaeuz faenhsou rahoengz vunz, caenh rox daengz bonjfaenh mbouj rox daengz vunz hih, couh mbouj ndaej naeuz bonjfaenh dwg coengjmingz, roxsoq he lo; hauhnaeuz faenhsou naeuz, couh dwg gangj gyajvah, couh dwg ngig saedsaeh. 
JAS.3.15	Luj yienghneix hih coengjmingz roxsoq mbouj dwg Cangqdiq nyok hawj hih nej, dauq dwg haeuj gij vunz lajmbwn, haeuj doenghgij miz lwed miz noh hih, haeuj fangz yak he lah. 
JAS.3.16	Famz mwnqlaw miz rahoengz caeuq caenh rox daengz bonjfaenh mij rox daengz vunz hih, mwnqlaw couh miz luenh caeuq gak cungj vaihsaeh.
JAS.3.17	Caenhgag Cangqdiq nyok hawj hih coengjmingz, cijyauq dwg hawj vunz lauxsaed, vanzlij miz haenj bingzan hah, soh semxsemh hah, roxsoq hah, rox nyiuz vunz hah, guh ndeisaeh hah, mbouj yawj vunz guh saeh hah, mbouj guh gyaj hah. 
JAS.3.18	Hawj vunz doxhuz doxndei hih vunz, de guh okdaeuj hih saeh couh ndaej hawj haujlai vunz ndwn ndaej cingq.
JAS.4.1	Faenhsou doxceng doxdaeuq dwg coengz maz daeuj hih nej? Mbouj dwg daj ndaw sim faenhsou soj muengh soj damsim mbouj rox gaeuq hih maz? 
JAS.4.2	Faenhsou damsim, siengjmuengh ndaej faenhsou siengj aeu he, hoeng dam mbouj ndaej, muengh mbouj ndaej, couh rahoengz, doxdub doxhangz, simqciq doxgaj. Gizsaed mboujguenj faenhsou baenzlaw, cungj mbouj ndaej gijmaz, aenvih faenhsou mbouj gouz 
JAS.4.3	Caiq cungjsuenq naeuz faenhsou gouz Cangqdiq hwjx, caemh ciuqyiengh mbouj ndaej law, aenvih faenhsou soj gouz hih cungj dwg vih bonjfaenh faenhsou hih doenghheij yalw siengjmuengh angqangq yangjcouq yangjcouq he lah.
JAS.4.4	Doenghheij 
JAS.4.5	Cingq luj ndaw Singqgingh ndaw de soj sij hih:
JAS.4.5	Cangqdiq soengq hawj raeuz hih Hoenzsaenz, de siengsim 
JAS.4.5	Gawq neix faenhsou naemqnaeuz dwg gangj guxcaemz hih mah? 
JAS.4.6	Sojhij de engqgya aiq raeuz bang raeuz, couh luj 
JAS.4.6	Cangqdiq fanjdeiq gij vunz rasang he, dauq bang gij vunz mbouj rasang he.
JAS.4.7	Sojhij faenhsou ij dingq Cangqdiq, ij caeuq 
JAS.4.8	Faenhsou ij wnggai siengzseiz ngeix daengz Cangqdiq, mbouj yiem Cangqdiq, yiengq Cangqdiq couh daeuj dep faenhsou 
JAS.4.9	Gou naeuz sou ni hax, faenhsou mbouj wnggai 
JAS.4.10	Faenhsou ij wnggai gag roxnginh bonjfaenh mbouj boiqndaej bouxcawj raeuz dih aiq, yienghmwnq, bouxcawj raeuz couh ndaej hawj faenhsou najrongh lo.
JAS.4.11	Gak boux beixnuengx hax, faenhsou mbouj ndaej youq boihlaeng gangj vunz vaihvah. Hauhnaeuz byawz naeuz beixnuengx cixnaeuz youq boihlaeng gangj beixnuengx vaihvah hih, couh dangq naeuz gij fazliz 
JAS.4.12	Caenhgag 
JAS.4.13	Hawjm'z yawj hux, faenhsou miz hih vunz naeuz: “Ox, ngoenzneix haj cixnaeuz ngoenzcog raeuz ij bae aen singz he, youq mwnq youq bi he guh seng'eiq lauh ngaenz.” 
JAS.4.14	Gizsaed gou naeuz sou ni hax, faenhsou gaenhbaenj mbouj rox faenhsou ngoenzcog baenzlaw yiengh. Faenhsou cijmboujgoq luj fwdfauz yienghmwnq, goq yaep he, couh siu liux lo. 
JAS.4.15	Gizsaed faenhsou wnggai naeuz: “Hauhnaeuz bouxcawj raeuz nyienh'eiq, mbouj hawj gyoengqraeuz rai, hawj gyoengqraeuz lix nex, gyoengqraeuz couh ndaej guh gaiq dawz gaiq, guh yiengh dawz yiengh lo.” 
JAS.4.16	Hoeng faenhsou gingqyienz cungj gag cej byongjbyongj naeuz bonjfaenh ak raixcaix. Doegdoeg siebsieb hih vunz cij gangj doenghgij vah neix.
JAS.4.17	Sojhij, gou naeuz sou ni, hauhnaeuz miz vunz rox gijlaw wnggai guh, hoeng de dauq mij bae guh, yiengq de couh dwg famh coih lo.
JAS.5.1	Doenghheij vunz fouq 
JAS.5.2	aenvih doenghheij doxgaiq faenhsou hah, buh hah couh ij ngaiz naeuh hih naeuh, vaih hih vaih, non sae hih non sae lo, 
JAS.5.3	heij gim heij ngaenz faenhsou caemh ij hwnj naej hwnj myaex liux lo. Ngaiz naej ngaiz myaex dwg cingqmingz faenhsou 
JAS.5.4	Hawjm'z yawj lux, faenhsou goq vunz daeuj gvejgvej sousou haeuxhaeux mienhmienh hawj faenhsou, hoeng, faenhsou gaeu gij ngaenzhong gyoengqde, mbouj fat hawj gyoengqde. Yawj veiq, gyoengqde hemq vuengj lo. Gij sing hemq vuengj mwnq gaenq cenz bae daengz ndaw rwz guenj cien bing fanh max dih Cangqdiq lo. 
JAS.5.5	Faenhsou youq lajmbwn gwgw angqangq, gw hwj biz bwdbwd 
JAS.5.6	Faenhsou luenh bangjlaih vunz ndei, simqciq gajhaih gyoengqde, hoeng, gyoengqde mbouj fanjgangq.
JAS.5.7	Gak boux beixnuengx hax, faenhsou ij naenxsim daengj bouxcawj raeuz Yehsuh dauq daeuj. Hawjm'z yawj hux, nungzminz dwg hozraez naenxsim hih; gyoengqde itcig daengj daengz seizcwn seizcou miz fwnraemx doek, doek hawj ndaw reihnaz doengh go haeuxmienh ndaej ok riengz, ndaej sou. 
JAS.5.8	Caemh doxdoengz, faenhsou caemh ij hozraez, ij naenxsim, sinq Gihduz hih sim ij gyenhdingq, aenvih couh ij daengz ngoenz bouxcawj raeuz ij daeuj hih ngoenz mwnq lo.
JAS.5.9	Gak boux beixnuengx hax, gaejyungh boux ienq boux lo, mienxndaej faenhsou ngaiz saemjbuenq. Hawjm'z yawj lux, boux saemjbuenq vunz hih couh ndwn youq bakdou faenhsou lo.
JAS.5.10	Gak boux beixnuengx hax, faenhsou wnggai luj doengh boux cenz gij vah Cangqdiq mwnq, roeb daengz nanh rox naenxsim. 
JAS.5.11	Faenhsou caemh rox, doenghheij gyenhciz naenxsim hih vunz, gyoengqraeuz naeuz gyoengqde miz fuk lo. Faenhsou dingqri naeuz goq Yozbwz roeb daengz nanh baenzlawz gyenhciz naenxsim, caemh rox gajlaeng Cangqdiq soengq hawj de gijmaz; gij neix couh dwg yienh ok Cangqdiq dih sim'unq, hojsik vunz aiq vunz.
JAS.5.12	Gak boux beixnuengx hax, gou naeuz sou ni, ceiq youqgaenj hih dwg mbouj ndaej fazsiq; mboujguenj doiq mbwn, doiq deih, cixnaeuz doiq gijmaz doxgaiq, cungj mbouj ndaej fazsiq. ‘Dwg’ couh naeuz ‘dwg,’ ‘mbouj dwg’ couh naeuz ‘mbouj dwg,’ mienxndaej faenhsou ngaiz 
JAS.5.13	Gou naeuz sou ni, hauhnaeuz faenhsou miz byawz roeb daengz nanh hih, couh ij wnggai gouz Cangqdiq; hauhnaeuz miz vuenheij hih, caemh ij wnggai ciengq go haenh 
JAS.5.14	Hauhnaeuz miz byawz miz bingh hih, couh bae cingj doengh boux gyauqveiq dih lingjdauj daeuj, cingj doengh boux de hij gij mingzhiq Yehsuh ma aeu youz cat hawj de, bang de gouz Cangqdiq. 
JAS.5.15	Yiengq, hauhnaeuz doengh boux gouz Cangqdiq mwnq sinq 
JAS.5.16	Sojhij faenhsou ij wnggai doxnginh loek, caemh ij doxbang, boux bang boux gouz Cangqdiq; yienghmwnq 
JAS.5.17	Hawjm'z yawj hux, Hijliqyaq boux cenz gij vah Cangqdiq neix caeuq raeuz caemh doxdoengz dwg vunz; de caensim caen'eiq gouz Cangqdiq goq, gouz naeuz mbouj hawj fwn doek, gajlaeng caemh cingqgawq miz sam bi buenq mbouj fwn doek. 
JAS.5.18	Gajlaeng de youhcaiq gouz Cangqdiq, gouz hawj fwn doek; gajlaeng caemh cingqgawq miz fwn doek gwhraix, yiengq ndaw reihnaz couh hwnj miz doengh go haeuxmienh lo.
JAS.5.19	Gak boux beixnuengx hax, hauhnaeuz faenhsou miz byawz mbouj dingq gij saedsaeh 
JAS.5.20	yiengq couh dangq gouq boux guh loek mwnq, gouq hoenzsaenz de mbouj hawj de ngaiz rai, hawj de ndaej mienx sojmiz hih coih lo.
1PE.1.2	Faenhsou dwg Cangqdiq Bohmbwn senqsi cix rox cix senjdingh okdaeuj hih lo; Hoenzsaenz de hawj faenhsou bienqbaenz boux hab'eiq habhoz Cangqdiq hwj dingq Yehsuh Gihduz, caiq baengh gij lwed Yehsuh Gihduz 
1PE.1.2	Muengh 
1PE.1.3	Bouxcawj raeuz Yehsuh Gihduz dih Cangqdiq daxboh wnggai haenh hih! De hojsik gyoengqraeuz raixcaix; de dunghgoq 
1PE.1.4	hawj gyoengqraeuz ndaej ciep aeu gij saizcanj de louz youq gwnzmbwn mbouj rox naeuh mbouj rox lanh, mbouj rox siu, mbouj rox uq—cengh yupyup he. 
1PE.1.5	Cangqdiq vih faenhsou sinq de hwj de couh yungh gij akak rengzrengz de ma baujhuq faenhsou, hawj faenhsou ndaej de soj cwnjbiq hih, couh dwg youq ngoenz gatsat yienh hawj gyoengqraeuz rox ndaej gouq dwg baenxlai dih ndei.
1PE.1.6	Sojhij faenhsou ij wnggai angq raixcaix, hoeng, cijmboujgoq seizneix faenhsou camqciz aiq ij roeb daengz gak cungj gaujniemq hwj roxnginh siengsim. 
1PE.1.7	Faenhsou souh daengz gaujniemq dih muzdiz dwg ij cingqmingz faenhsou sinq Gihduz hih sim dwg cingqcaen, dwg beij gij gim dunghgoq feiz ma dizlenq okdaeuj hoeng vanzlij rox vaih hih, vanzlij dijbauj lah; yienghneix faenhsou daengz mwh Yehsuh Gihduz dauq daeuj hih mwhde, faenhsou couh ndaej haenh, ndaej najrongh, ndaej hawj vunz soenhcungq faenhsou lo.
1PE.1.8	Gannaeuz faenhsou mij raen goq Gihduz lah, hoeng, faenhsou dauq aiq de; gannaeuz seizneix faenhsou vanzlij mijyaengz ndaej raen de, hoeng, faenhsou dauq sinq de. Couh vih yienghneix, faenhsou ndaej najrongh caeuq angq hwj mbouj rox hih ij baenzlawz bae. 
1PE.1.9	Caiq aenvih faenhsou sinq de baengh de hwj le, faenhsou dih hoenzsaenz couh ndaej gouq.
1PE.1.10	Yiengq gangj daengz 
1PE.1.11	Couh dwg Hoenzsaenz Gihduz youq gwnz ndang boux cenz gij vah Cangqdiq hawj gyoengqde ndaej sien rox Gihduz ij ngaiz souh nanh caeuq gajlaeng ij ndaej najrongh hih, hoeng, mwhde gyoengqde gaenhbaenj mbouj rox ij daengz mwhlaw cixnaeuz baenzlaw fatseng gij saeh neix. 
1PE.1.12	Hoeng, 
1PE.1.13	Sojhij, faenhsou ij singqsag guh ndei cwnjbiq, wnggai miz sinqsim, mbouj doeknaiq hwj muengh daengj daengz Yehsuh Gihduz dauq daeuj hih mwhde doiq faenhsou haijliengh. 
1PE.1.14	Faenhsou ijaeu luj gij lwg 
1PE.1.15	Dauqfanj ij guh gij saeh mij gijmaz ndaej diudik he, cingq luj senj faenhsou dih Cangqdiq de dwg boux ndei liuxliux mij gijmaz ndaej diudik he. 
1PE.1.16	Couh vih yienghneix, 
1PE.1.16	Faenhsou ij guh boux mij gijmaz ndaej diudik he, aenvih gou dwg boux ndei liuxliux mij gijmaz ndaej diudik he.
1PE.1.17	Hauhnaeuz faenhsou cwng Cangqdiq—couh dwg boux ciuq gak vunz soj guh hih ma gunghbingz gunghcingq saemjbuenq vunz dih Cangqdiq—heuh guh boh lo, yiengq, faenhsou camqciz doz youq lajmbwn hih vunz couh ij wnggai siujsim, mbouj ndaej guh gij saeh daekcoih Cangqdiq he, 
1PE.1.18	aenvih faenhsou caemh rox, faenhsou ndaej cueg, ndaej duet ok dajlwh cojgoeng faenhsou cix cenz roengzdaeuj hih mij dij saek haux cienz hih cungj saenghhoz mwnq, mbouj dwg baengh doenghgij rox naeuh rox lanh hih gim hah, ngaenz hah ndaej cueg ndaej duet ok hih, 
1PE.1.19	dauq dwg baengh Gihduz dijbauj dih lwed lah; gij lwed de couh luj gij lwed duz yiengzlwg ndei ndwtndwt giencangq he. 
1PE.1.20	Yiengq, couh vih gij neix hwj Cangqdiq daj cauh mbwn cauh deih cihsenz cix gyezdingq senjdingh Gihduz lo, hoeng, vih faenhsou hwj de dauj youq ciqgyaiq dih duenh gatsat de, couh dwg seizneix, cij yienh okdaeuj lah. 
1PE.1.21	Faenhsou dunghgoq de hwj sinq boux hawj de daj rai ndaej dauqlix caiq hawj de ndaej najrongh dih Cangqdiq; sojhij faenhsou sinq caeuq miz muengh dungjdungj cungj dwg Cangqdiq.
1PE.1.22	Yiengq, giqyienz faenhsou dingq saedsaeh ciuq saedsaeh hwj ndaej bienqbaenz boux mij'z coih cingqcaen rox aiq vunz he lo, faenhsou couh ij luj beixnuengx caemh nginz caemh rag yienghmwnq caensim caen'eiq doxaiq. 
1PE.1.23	Faenhsou wnggai yienghneix guh, aenvih Cangqdiq hawj faenhsou ndaej doiqyungz seng, ndaej doiqyungz miz mingh. Faenhsou ndaej doiqyungz seng, ndaej miz saen dih mingh, mbouj dwg daj rox rai hih, miz lwed miz noh hih vunz seng hih, dauq dwg daj gij vah Cangqdiq miz mingh hih yungjyenj mbouj rox cied hih ndaej miz saen dih mingh lah. 
1PE.1.24	Cingq luj 
1PE.1.24	Famz miz lwed miz noh hih dungjdungj cungj luj go nyaengq; sojmiz hih ing'yungz cungj luj duj va nyaengq. Nyaengq rai, va caemh loenq; 
1PE.1.25	caenhgag gij vah Cangqdiq cij yungjyenj mbouj rox cied, cij seiqseiz miz.
1PE.1.25	Gij vah neix couh dwg soj cenz hawj faenhsou hih ndei siuhsiz lo.
1PE.2.1+1PE.2.2+1PE.2.3	Yiengq, giqyienz faenhsou gaenq rox bouxcawj raeuz doiq faenhsou ndei lo, 
1PE.2.4	Faenhsou ij wnggai gaep haeuj bouxcawj raeuz Yehsuh Gihduz, aenvih de dangq dwg lix hih rin; gannaeuz vunz vwt de yiem de lah, hoeng, Cangqdiq dauq yawj de dij, senj de ma guh ngauq rin mbouj ndaej noix he. 
1PE.2.5	Faenhsou gaep haeuj de, caemh bienqbaenz ngauq rin lix he, Cangqdiq caemh aeu ma hwnq aen ranz hawj Hoenzsaenz bonjfaenh de. Faenhsou caemh guh goengjsae dajbwiz hwj daeuj swqhaeuh Cangqdiq, caiq dunghgoq Yehsuh Gihduz hwj guh gij hab'eiq habhoz Cangqdiq he ma dajbwiz soengq hawj de. 
1PE.2.6	Cingq luj ndaw Singqgingh ndaw de sij naeuz:
1PE.2.6	Yawj veiq! Gou youq Cizanh
1PE.2.7	Sojhij doiq faenhsou doenghheij sinq de hih vunz ma gangj, 
1PE.2.7	Doenghheij canghranz dajcaep yiem de vwt de he, seizneix dauq dwg ngauq rin gok ranz mbouj ndaej noix he.
1PE.2.8	Ngauq rin neix dwg hawj vunz daemjndoet he, caemh dwg hawj vunz daemjndoet laemx he.
1PE.2.8	Gij vunz daemjndoet laemx dwg aenvih gyoengqde mbouj sinq gij vah Cangqdiq; gij neix dwg Cangqdiq dih cawjeiq hih.
1PE.2.9	Hoeng, faenhsou caeuq gyoengqde mbouj doxdoengz. Faenhsou dwg Cangqdiq soj senj hih minzcuz, dwg gij vunz aen guek de he, dwg guh 
1PE.2.10	Doenghbaez faenhsou mbouj baenz guxmaz minzcuz, hoeng, seizneix dauq dwg gij vunz Cangqdiq lo; doenghbaez faenhsou mbouj ndaej daengz hojsik, hoeng, seizneix dauq ndaej daengz 
1PE.2.11	Cinhngaiq dih 
1PE.2.12	Faenhsou caeuq doenghheij mbouj rox Cangqdiq hih vunz youq itheij hih ijaeu siujsim, gangj vah guh saeh cungj ij gangj gij hab gangj he, guh gij hab guh he, yienghmwnq couh ndaej hawj doenghheij bangjlaih faenhsou guh vaihsaeh hih raen faenhsou guh ndei le, daengz 
1PE.2.13	Faenhsou ij vih bouxcawj raeuz hwj dingq aen seiqgyaiq neix sojmiz miz gienz he, mboujguenj dwg dang vuengz he haj 
1PE.2.14	cixnaeuz dwg goengjvuengz baij daeuj fad vunz, cangjliq hawj vunz he, 
1PE.2.15	aenvih Cangqdiq dih cawjeiq dwg ij hawj faenhsou guh ndaej deng hwj fung conghbak doenghheij vunz ngawzngad moengxcwenx he. 
1PE.2.16	Gannaeuz faenhsou dwg boux swqyouz vunz he lah, hoeng, faenhsou dwg bouxhoiq Cangqdiq hah. Sojhij mbouj ndaej naemqnaeuz bonjfaenh dwg boux swqyouz vunz he hwj le couh ndaej seizbienh guh doenghgij doegsieb he. 
1PE.2.17	Faenhsou dauq ij soenhcungq sojmiz hih vunz, ij aiq sojmiz sinq 
1PE.2.18	Yiengq gangj daengz faenhsou guh bouxhoiq hih, mboujguenj guxmaz cungj ij soenhcungq bouxcawj dingq bouxcawj, mbouj danhcij doiq boux soh boux simndei he yienghneix, doiq boux ged boux youqgaenj he caemh ij yienghneix. 
1PE.2.19	Hauhnaeuz faenhsou vih liengzsim doiq ndaej hwnj Cangqdiq hwj souh daengz mbouj hab souh hih, hoeng ndaej naenxhoz naenxheiq hih, yiengq Cangqdiq dwg haenjheiq hih. 
1PE.2.20	Danghyienz, hauhnaeuz faenhsou vih guh loek hwj ngaiz doh ngaiz fad hwj caemh ndaej naenxhoz naenxheiq hih, cix ij miz maz haenh? Hoeng, hauhnaeuz faenhsou dwg vih guh ndeisaeh hwj ngaiz doh ngaiz fad caemh ndaej naenxhoz naenxheiq hih, yiengq aeu Cangqdiq ma yawj dwg haenjheiq hih.
1PE.2.21	Cangqdiq senj faenhsou dih muzdiz dwg ij hawj faenhsou yienghneix guh hih, aenvih Gihduz caemh vih faenhsou hwj ngaiz souh nanh, hawj faenhsou guh ndei bangjyangq, hawj faenhsou gaen de guh, hag de. 
1PE.2.22	Gihduz de mij famh coih goq, caemh mij gangj gyajvah goq. 
1PE.2.23	De ngaiz vunz yug, mbouj boiz bak; ngaiz vunz haih, mbouj haep vunz, caenhgag dawz bonjfaenh gyau hawj gunghbingz gunghcingq saemjbuenq vunz dih Cangqdiq lah. 
1PE.2.24	De ngaiz ding hwnj gwnz gyaq cixcib bae rai, caenndang rap gij coih gyoengqraeuz, hawj gyoengqraeuz ndaej duet ok coih mbouj caiq ngaiz coih gaemhanh, hawj gyoengqraeuz ndaej goq cungj saenghhoz Cangqdiq haenjheiq he. Aenvih de soj souh hih sieng, faenhsou ndaej yw ndei lo. 
1PE.2.25	Faenhsou doenghbaez couh dangq duz yiengz ngaiz loengj roen he, hoeng, seizneix dauq ndaej ma daengz gvi haeuj boux ciengx faenhsou baujhuq hoenzsaenz faenhsou he.
1PE.3.1+1PE.3.2	Caemh doxdoengz, gangj daengz guh yah hih, faenhsou ij wnggai dingq caeuq swnh goeng gojyez bonjfaenh, yienghneix cungjsuenq naeuz miz hih gojyez, de mbouj sinq gij vah 
1PE.3.3	Faenhsou gyaeu mbouj gyaeu mbouj dwg gauq cang raeuj cangj ndang, daiq gim venj ngaenz, daenj buh gyaeu buh ndei hih nej, 
1PE.3.4	dauq dwg ndaw sim caeng miz hih yungjyenj mbouj rox bienq hih simsoh simdingh hih lah. Yienghneix hih gyaeu, aeu Cangqdiq ma yawj dwg dijbauj hih, 
1PE.3.5	aenvih doenghbaez doenghheij vunzbaz gaep haeuj Cangqdiq gauq muengh Cangqdiq baengh Cangqdiq he hih doenghheij vunzbaz neix, gyoengqde dwg yienghneix sawjhawj bonjfaenh ndaej suenq gyaeu hih lah, gyoengqde cungj dwg dingq swnh goeng gojyez bonjfaenh he, 
1PE.3.6	cingq luj Sajlah yienghmwnq 
1PE.3.7	Caemh doxdoengz, faenhsou guh goengjgvan hih caemh ij soenhcungq mehyah, ij rox gvansim de, aenvih gyoengqde mbouj ndaej beij mwngz giengz. Hoeng, de caeuq mwngz doxdoengz caemh miz Cangqdiq nyok hawj hih saen hih mingh. Hauhnaeuz faenhsou ndaej yienghneix guh, faenhsou gouzhaenh Cangqdiq hih mwhde couh mbouj miz maz gaz dawz lo.
1PE.3.8	Mboujguenj guxmaz, sungj hih ma naeuz, gou gienq faenhsou hawj faenhsou doxcaezsim, doxgvansim, doxaiq, doxhojsik, doxnyiengh, mbouj ndaej gyauhngauq. 
1PE.3.9	Mbouj ndaej vunz famh mwngz mwngz caemh famh vunz, vunz yug mwngz mwngz caemh yug vunz; dauqfanj ij hoh fuk hawj vunz, aenvih Cangqdiq senj faenhsou dwg hawj faenhsou yienghneix guh hih, dwg vih ij hawj faenhsou ndaej daengz de dih fuk hih. 
1PE.3.10	Cingq luj 
1PE.3.10	Famz aiq saenghhoz hih, muengh ndaej goq ndei saedceij hih, bietdingh ij gimqcij diuz linx bonjfaenh gangj vah doeg vah sieb, mbouj hawj conghbak gangj gyajvah. 
1PE.3.11	Bietdingh ij yiem doeg hwj guh ndei, bietdingh ij haenj hozbingz gouz hozbingz, 
1PE.3.12	aenvih Cangqdiq dwg cauqguq simndei simsoh hih vunz hih, dwg dingq gyoengqde gouzhaenh hih, dwg fanjdeiq guh doeg guh sieb hih.
1PE.3.13	Yiengq, hauhnaeuz faenhsou haenj guh ndeisaeh, cix ij miz byawz haih faenhsou nej? 
1PE.3.14	Caiq hauhnaeuz faenhsou vih guh ndaej ndei ndaej cingq hwj ngaiz souh nanh hih, faenhsou cungj caemh miz fuk hih; sojhij faenhsou gaejyungh lau vunz haep, gaejyungh simvueng. 
1PE.3.15	Dauqfanj, faenhsou ij gingqbaiq Gihduz, nginh de dwg bouxcawj mwngz. Hauhnaeuz miz vunz cam faenhsou vihmaz miz muengh nex, faenhsou ij gaijyiz naeuz vunz ni, ndaw sim caemh ij cwnjbiq ndei seizlawz cungj ndaej gaijyiz naeuz vunz ni, daiqduq caemh ij ngeihheiq. 
1PE.3.16	Caemh ij doiq ndaej hwnj liengzsim, yienghneix couh ndaej hawj doenghheij bangjlaih faenhsou hih, couh dwg doenghheij bangjlaih faenhsou vih Gihduz hwj soj guh hih ndeisaeh hih roxnginh najnyaenq lo. 
1PE.3.17	Yiengq, hauhnaeuz faenhsou vih guh ndeisaeh hwj ngaiz souh nanh, caemh dwg Cangqdiq dih cawjeiq hih, couh giengz goq vih guh vaihsaeh hwj ngaiz souh nanh hih.
1PE.3.18	Gihduz de caemh dwg yienghneix; de vih ij mbat dog couh ndaej bang gyoengqraeuz daixgya rap coih hwj ngaiz rai lo, hoeng, de coengzlaiz cungj mij famh coih goq, dauq vih gij vunz miz coih hih hwj ngaiz rai lah, vih dwg ij daiq gyoengqraeuz bae daengz Cangqdiq mwnq. De yienghneix ngaiz rai, ciuq ndangnoh ma gangj, de rai lo, hoeng, ciuq hoenzsaenz ma gangj, de dauqlix lo. 
1PE.3.19	Yiengq gangj daengz hoenzsaenz Gihduz, doenghbaez de cenzgangj gij vah Cangqdiq hawj vunz ni, 
1PE.3.20	Doenghheij vunz neix couh dwg doenghbaez Nozyaq cauh ruz hih mwhde Cangqdiq naenxsim daengj gyoengqde gaijgoq, hoeng, gyoengqde mbouj dingq, 
1PE.3.21	Ciengz raemxdumh neix, dwg beijgangj gyoengqraeuz sijlij lo, hoeng, sijlij mbouj dwg naeuz swiq aen ndang faenhsou cengh hwj ndaej gouq nej, dauq dwg daiqbiuj faenhsou gouz Cangqdiq hawj faenhsou bienqbaenz mij gijmaz doiq mbouj hwnj liengzsim he, dwg baengh Yehsuh Gihduz dauqlix hwj ndaej gouq hih lah. 
1PE.3.22	Yehsuh Gihduz gaenq hwnj mbwn bae lo, gaenq naengh youq baixgvaz Cangqdiq lo. Sojmiz hih bouxcai Cangqdiq caeuq doenghheij gaem gienz dang ak he cungj dingq de cungj ngaiz de guenj.
1PE.4.1	Yiengq, giqyienz Gihduz souh nanh goq lo, faenhsou caemh ij wnggai caeuq de doxdoengz miz aen sim he cwnjbiq souh nanh, aenvih ngaiz souh nanh goq hih vunz gaenq caeuq coih doxbiek, duet ok coih lo. 
1PE.4.2	Faenhsou miz aen sim yienghneix, daj seizneix hwnj, faenhsou goq saedceij couh mbouj caiq ngaiz ciuq vunz dih baenjsingq, siengjmuengh hwj gaemhanh dawz lo; cij rox ciuq Cangqdiq dih cawjeiq hwj goq saedceij lah, 
