MAT.1.1	Devit ninado Abraham nah sapfii mpou Jisu Kristamah adoidoi tiisii lungkahum Pfiitat mah larek.
2TH.1.9+2TH.1.10	Bangpiinii mpoumah kamateimei hang dato tam kamatoi doutang karam, sateichii kamalum meihang teinii sung gamatu tang karam jangpii, (dapokii nyiinii gonyii dakii kapyii sakchyii tei gonyiinii malum wotakle,) mpounii kagong piinei, tei kakum meihang teinii kalui gasii tiikamaga mah kadwi karat sateichii Bangpii kalei nito sateichii mpoumah teimaham kadimah pumtei kava kiteito poitaam katu tei ahnyiinii doutangle.
2TH.1.11	Saraanii gonyiigo lat kalu mah tiilung tai taiswisii gonyiinii lung matuiwo kabui jangpii, sateichii Saraanii mpou mah teimaham teipii gonyiinii kabi tha tiitang karam jangpii gonyiinii kamaning kamarei hangtei mpoumah teimahampii tiima- sang pyiisii gonyiimah kamalum mah tha tei tiimasang matu tang karam jangpii nyiinii tinglang kaleita gonyii jangpii riita leile. 
2TH.1.12	Katunii, kadapokii nyii Saraa ninado Bangpii Jisu Krista mah jumage kapyii taiswisii, gonyii dato nyii Bangpii Jisu Krista zeigo tam matoi tang karam ninado mpou dato gonyiigo tam matoi tang karam jangpiile.
2TH.2.1	Aitoinii kangsanamei, nyii Bangpii Jisu Krista gong tang karam ninado nyiinii mpougo kadoutang karam jangpii, gong ndwi tang karam jangpii, nyiinii gonyiigo khangleile, 
2TH.2.2	katunii, rangii kado, samtam piinii kado, nyiinii karyiigo njoi chiti piinii kado, Bangpiimah leimik aitoi gongtakle katu teipii gonyiimah kamaning lungswi kito kalangsii tiirampou matu sulo, mak-kii lung tiimatai matu sulo. 
2TH.2.3	Mei kata kaniido gonyiigo mahjai kata hangninii piiniido chuisii hemsii ngam matu sulo, kadapokii mibamki liit tang karam jangpii mik leeng kabam, kem mah mei tei gong kasuta, Bangpiimah leimik tei gong lakle. 
2TH.2.4	Mpounii saralesii lat kalei mak-kii ting tupii tiikabam saralesii mata kalei mahlyii hang gotei mazhiilakle, sateichii ahnyiihang phyiiryii teikii mpou roinapii mpougo kaitangle. Mpounii Saraa kamaning kilung katangdo liit tangle ninado Saraale katupii tam mpat tangle.
2TH.2.5	Inii gonyiigo kaswi kalei kak, gonyii dakii Inii aihang ai tam takle katu gonyii maningsu takpo? 
2TH.2.6	Sa- teichii mpoumah tinglangki mpougo mangou tang karam kito aitoi namsii mazhiisupii kalei ai kadapeipo katu tei gonyiinii tile. 
2TH.2.7	Kadaponii kama- kum kathokmah kashyii kahong teinii aitoido tha tiisii leitakle; nlenii aitoi namsii kalei ahgotei pwidi kiteito poitoi kasuta teinii dang tangle. 
2TH.2.8	Sateichii teitinglangki kashyii kahong ahmah mei gotei mangou tangle, teito Bangpii Jisunii mpou mwi kito ngai ka-mpat chyiingai teipiinii mpougo girang tangle, sateichii gong kalei mpoumah vakaki teipii mpougo tiimaga tangle. 
2TH.2.9	Kashyii kahongmei teinii seitan- mah teimaham teipii gongsii kasang kasu sung kaga ninado kamadatlyii hang tiimangou tangle. 
2TH.2.10	Sateichii taitang karam mei phyiiryii teito katham katham tiisii kasang kasu kachui teipii kaswi tangle. Ahnyiinii taitangle kadapokii ahnyiinii kei- kapyii doutang karam jangpii kasang gotei ahnyiinii lukai makle. 
2TH.2.11	Teijangpii kasang gotei malum supii kasang kasu mazhii kasu kito samousii kaleimei hang go tiimaga kabui tiisii, 
2TH.2.12	sateichii ahnyiinii kasang kasu gotei malum matu tang karam jangpii Saraanii ahnyii phyii- ryiikii kama mah katei teimaham tei ahnyiikak kito tha tiimatu tang karam jangpii lang magongle.
2TH.2.13	Nlenii Bangpiinii lungkasyii kangsanamei, gonyii jangpii nyiinii tinglang kaleita Saraago tam matoi tang karamle. Kadapokii Saraanii gonyiigo karei kito rangiimah teimaham kito sateichii kasang go malum kalu kito keikapyii karing tei doumatu tang karam jangpii kalai takle. 
2TH.2.14	Nyiimah kabi rasam paikito mpounii gonyiigo, nyii Bangpii Jisu Kristamah pumtei kava doumatu tang karam jangpii latpyiile. 
2TH.2.15	Teipiinii kangsanamei, sangtingsii satlo, sateichii nyiimah katam karali kito kado, sateichii nyiimah chiti kito kado nyiinii gonyiigo ralikapyii tei tiigatpii jumlo.
2TH.2.16	Aitoinii nyii Bangpii Jisu Krista pum sekpii sateichii gonyiigo lung- syii kapyii, kalui gasii nyiigo tii-nta kapyii, sateichii jumage kapyii pai- kito bisii maning kamalum kapyii, nyii Pfii Saraa teinii gonyii lung tiisamoupyii matulo, 
2TH.2.17	sateichii kabi tha ninado samtam hang kito tiimashangpyii matulo.
2TH.3.1	Kalui kito kangsanamei, Bang- piimah samtam tei gonyiinii doukalu takumpii, kalangsii tam ralipyii kabui sateichii ngam kabwi tiisii, nyii jangpiinii riitaseilo, 
2TH.3.2	Sateichii nyiigo kashyii kahongmei ninado mei kashyiimei dateito Sa- raanii keipyii kabui tiisii riitaseilo; kadapokii meihangnii kamalum tei leimakle.
2TH.3.3	Nlenii malum kabui tei Bang- piile, mpounii gonyiigo tiisangting pyii tangle, sateichii kashyii kahong kiteito koipyii tangle. 
2TH.3.4	Sateichii nyiinii kapyii kakhatsam tei gonyii- nii tiisii leile, ninado tiido tiitangle katu tei gonyiimah kaang kito nyiinii Bangpii zei kito maning malumle.
2TH.3.5	Sateichii Bangpiinii gonyii lung- tei Saraamah lungkasyii ninado Kristamah lung leh kati kiteikii chyiitat pyii matulo.
2TH.3.6	Sateichii kangsanamei, nyiinii gonyiigo Bangpii Jisu Krista zei kito kakhat leile, katunii, mahat kashyii tiilung lungsii kalei ninado gonyiinii nyii dato doukalu tam ralipyii kabam hang taiswi kasumei dateito mpaa wolo. 
2TH.3.7	Kadapokii kada takumpii gonyiinii nyii jai rali tangpo katu tei gonyii sekpiinii tile; kadapokii nyiinii gonyiigo kaswisii kalei kak nyiinii mahatshyii makle. 
2TH.3.8	Sateichii nyiinii mei hangninii datodo matapii chiimakle, nlenii nyiinii gonyii mei kata hangninii kagodo tiimaswi kasu tiisii, nyiinii teisii tha katii kapung tei njasii tinghum tingna tha tiile; 
2TH.3.9	kadapokii nyiimah majyii kaga jangpii makle, nlenii gonyiinii nyiijai rali matutang karam jangpii, nyiimah jairali kito gonyiigo nda tiisii tiima- ngou tang karam jangpiile. 
2TH.3.10	Kada- pokii nyiinii gonyiigo kaswisii kalei kak, nyiinii gonyii dakii kakhatsam ai pyiitakle: katunii, mei kata hangninanii tha tiisu leponii, ahnii chiido chiisu matulo. 
2TH.3.11	Kadapokii gonyii kak kito mei kangkii mahat kashyii tiilung lungsii, tha tiisang tiisupii, katijai tiisii leile katu nyiinii shiile. 
2TH.3.12	Aitoinii tei kakum mei teinii majungsii tha tiisii mpou mpoumah malot chii matu tang karam jangpii, nyiinii ahnyiigo Bangpii Jisu Krista zei kito kakhatsii lung tiimadi leile. 
2TH.3.13	Nlenii kangsanamei, gonyiinii kabi katii kito set sulo, 
2TH.3.14	sateichii mei kata hangninanii nyiimah chiti ailung kikii ryii kabam aigo swisu leponii, teimei gotei jutiwolo, sateichii mpounii nrou matu tang karam jangpii gonyiinii mpougo nja sulo. 
2TH.3.15	Teitii kado mpougo ngou karoumei hangninii takumpiinii poisulo, nlenii sanapii hangninii takumpii mpougo tiiloi sulosii tam kakhatpyiilo. Kalui sam 
2TH.3.16	Aitoinii kamajung mah Bang- piinii gonyiigo tinglang kaleita pwidi hang kito kamajung tei gonyiigo pyii matulo. Bangpiinii gonyii hang go kaswipyii matulo. 
2TH.3.17	Pol, Inii salam kapyii sam ai gubah sekpiinii ryiile; gumah chiti karyii hang kito Inii siiti tiikalei tei aile. 
2TH.3.18	Nyii Bangpii Jisu Krista mah jumage kapyii tei gonyiihang go kaswipyii matulo.
1TI.1.1	Nyiigo Keikapyii Saraa ninado nyiinii kamalum Krista Jisumah mwija taiswisii Krista Jisumah tiilamlwi kapyiimei hangninii tiisii kalei Pol dato.
1TI.1.2	Kamalum kito Gunah sapfii mpou Timothi dakii: Pfii Saraa ninado nyii Bangpii Jisu Kristanii jumage kapyii ninado kamajung tei pyii matulo.
1TI.1.3	Inii Mesidoniya ki gongtang karam jangpii tat leibangpii, n-go tiilosii katam takumpii, Inii n-go Ipisas kito bam matunyiile, mei kangkanii teikito kasang kasu kanat kanhii ralipyiisii leile, teimei gotei ntak ailosii nang tamlo. 
1TI.1.4	Meinahnii likalu rasam sateichii meilui lung kapat apeipaomei mah zei kathang hangtei rat toi ailosii tamlo; kadapokii ai kakum hang aipiinii kamalum kito kalei Saraamah nga ngamatu supii kisiipou koikamoi tei pat matule. 
1TI.1.5	Pyii kalei mwija aimah kaangnii lung kamatei kito kabi kasang kamajyii tikabui lungswi kito, ninado kasangpii kamalum kito kagong lungkasyii tei tiimakhii tang karam jangpiile. 
1TI.1.6	Mei kangkanii aihang kito tat nrek poitusii kakadak rashii kito, ahnyii mah pwidi tei maga aitakle. 
1TI.1.7	Ahnyii teinii Sa- raamah ajaitingshang rali kapyiimei tiinyiile, nlenii ahnyiinii hangkapii maning malumsii tam kaleimah kaang mak-kii ahnyiimah samtam hangtei kadapeipo katu tei ahnyiinii timakle.
1TI.1.8	Ajaitingshang ai meinahnii jum matou woleponii, ajaitingshang ai bile katu tei nyiinii tile. 
1TI.1.9	Nlenii ajaitingshang ai mei jangpii tiimakle, nlenii ajaitingshang tiika- pakmei sateichii katam swikasumei, Saraago tikasumei, kem kamamei, matei kasumei, sateichii tiikama- hongmei jangpii, pwi pfiigo kagimei, meigo kagi kabamei, 
1TI.1.10	Kashyii kahong tha katiimei, mei tiikasu kashyii tha katiimei, meipwi mei- nahgo karagamei, chuisii kasang kasu sakchyii kapyiimei mak-kii kasang kabi ralikapyii kito mazhii kasu tha katiimei jangpii ajaiting- shang ai tiibamle, katu ai mangailak tang karamle. 
1TI.1.11	Satoi pyiikati pumtei kava Saraamah kabi rasam n-gu tam matilosii gudakii pyii kabam tai swisiile.
1TI.1.12	N-gu tiisangting kapyii nyii Bangpii Krista Jisugo Inii halangle, dapokii nga ngamatu tang karam jangpii mpounii n-gu kalaipyiisii malum kabuimei hangninii tiipyii takle. 
1TI.1.13	Ndou kareiki Inii mpougo tam kamashyii, tiikamage katu sateichii kalet kalou tiisii leikado, Saraamah lungsyii kati tei Inii doutakle, kadapokii kamalum tei Inii doumakle. Teijangpii Inii dapei tiileipo katu tei Inii timakle. 
1TI.1.14	Sateichii nyii Bangpiinii mpoumah jumage kapyii kamoi tei guphyii- ryiikii ruikaipyiile ninado Krista Jisugo nyiinii njasii hangninii tiikalu kito kamalum sateichii lungkasyii tei n-gu pyiitakle. 
1TI.1.15	Jisu Kristanii kakui kama meigo keipyii tang karam jangpii sazyii pouryii gongpyiile katu ai malum wobuile sateichii nyiinii lukai tang karam jangpii tam kalei sam ai kasangle sateichii kem kama mei hang kak kiteito kem tiikaki tei I-le, 
1TI.1.16	Nlenii mpougo malum wosii kalui kaga karing doutang karam mei jangpii nda tiikamangou hang- ninii tiisii, kem tiikakipii, n-gu kaswisii kalei kito mpoumah lung leh kati tei Krista Jisunii mangou kabui tiisii Saraanii n-gu lungsyiipyii takle. 
1TI.1.17	Kalui tiikasu sagong, gakalak sateichii mikpii ngou kasu hangni- niisang hangninii roinii kalei Saraa dakii kalui gasii dzyii ka-nrou ninado tam kamatoi tei matulo Amen.
1TI.1.18	Gunah Timothi, gumah kaang kito Saraa sam katam meinii sung kareiki tam kabam samkang hang taiswisii, kakhatsam ai Inii godakii pyii leile. Nangnii bisii saryii tiikabui tiisii kabi kashyii titang karam lung- swi tei (teimah samkang hangtei) beitui tiisii jumlo. 
1TI.1.19	Sateichii gumah kamalum ninado kamatei lungswi titang karam lungswi tei leilo. Mei kangkanii ahnyiimah kabi kashyii titang karam lungswi gotei shii supii ahnyii mah kamalum tei tiimaga aitakle. 
1TI.1.20	Ahnyii kak kito Heninios ninado Alekjendarle; tam kamashyii sam tam matulak tang karam jangpii ahnyiinii rali matulak tang karam jangpii, Inii ahnyiigo seitan dakii pyiitoi aitakle.
1TI.2.1	Teijangpii karei reisang kito Inii tam katwi leile, katunii, nyiinii Saraago sadzyii ngariit tiisii sateichii koira gasii ninado majung makungsii lungtang karam jangpii, 
1TI.2.2	sagongbam ninado kasagoibam kito bamkaleimei hang jangpii, riita kakhang, kariita, kakimei hangninii jangpiinii kakhang sateichii hakalang sam katam hangtei Saraa dakii meihang jangpii tiipyiilo. 
1TI.2.3	Meihang go keipyii kanyii sateichii kasang gotei timatu kanyii, 
1TI.2.4	nyiigo keikapyii Saraamah mik doito ai ai ngoukabi ninado kamajyii teile. 
1TI.2.5	Kadapokii Saraa hangninii leile sateichii Saraa ninado meinahgo poigong nja kapyii hangniniido leile; 
1TI.2.6	mpou teinii mpou pum sekgo meihang jangpii lai ka-mpatmei tiisii pyiikalei mei Krista Jisu teile. Sak- chyii ai kamajyii tinglang sek kikii pyiile; 
1TI.2.7	teijangpii lui kakimeimah kabi rasam katam mei ninado tiilamlwi kapyiimei hangninii tiisii kamalum ninado kasangmah sam tam matu tang karam jangpii n-gu kalaiwo takle. I-chuimakle, I-kasang tei tam leile!
1TI.2.8	Teipiinii sapfiimeinii rakarhii sateichii n-gi tei gasii bah kamatei tei poimatusii bamlyii hang kito kariita tei Inii mareile. 
1TI.2.9	Teitakumpii, sapwi- meinii ache katii ninado ka-nrou tei tisii peimani kai kamajyii kai katu tei Inii mareile. Phyiitaam kakhi teipii, mak-kii sona teipii, mak-kii mai kating kamaleek teipii, mak-kii mai kating peimani teipii supii, tha kabi kabi hang teipiinii tiimatou matulo. 
1TI.2.10	Kanat kabi pwilesii tam kalei sapwimei jangpii ai ai tiimajyiile. 
1TI.2.11	Sapwimeinii lung kasana hang teipii rali matulo. 
1TI.2.12	Sapwimeinii ralikapyii mak-kii sapfiimei phyiiryiito teimaham kajum Inii mazhiimakle, mpoupeinii malhiilak tang karamle. 
1TI.2.13	Kadapokii Adamgo tii mpat reile, tei tainii Eve go tii mpatle; 
1TI.2.14	sateichii Adam go chuisii hemwo makle, nlenii sapwi mpei gotei chuisii hem wole, sateichii kem kama katiimei hangninii tiituwole. 
1TI.2.15	Nlenii sapwimeinii lung kasana tei njasii, kamalum kito, lungkasyii kito, sateichii kamatei kito taksupiinii leileponii mpoupei nah ka-mpung kito keipyii tangle.
1TI.3.1	Tam kalei ai kasangle, katunii, meihangninanii charsh kito doimajang katatmei hangninii tiinyii leponii, ahnii tha kabi tei marei leile, 
1TI.3.2	teijangpii doi kamajaang mei teinii zeigo kafii kaga sapwimei hangninii mah naa katii lung kasana, ah roinapii ahpum jum kati, ache adok katii, juti kasumeigo lukakai, meigo rali kabuimei tang karamle, 
1TI.3.3	ahnii jou kapanhii, mak-kii n-girazyii tiikasu, nlenii kamanoi kamajung sa- teichii sanahgo marei kasumei tang karamle. 
1TI.3.4	Mpou nahmeinii mpougo katam swisii, sateichii mahlyii hang kito sadzyii ngariit tiimatusii mpouki kalung mpung go ahnii tiigatpii jumatou kabuimei hangninii tiitang karamle. 
1TI.3.5	Kadapokii mei hangni- nanii mpouki kalung mpung go kada takumpiinii jutangpo katu tei tisu leponii, mpounii Saraamah Charshgo kada takumpiinii jutangpo? 
1TI.3.6	Mpounii tang ghang katii teipii sagoikhii sii (seitan mah samtak kitei liit kasu tiisii) seitan go takumpii tam mashyii matu kasu tiisii, ah ai kamalum kito sangting kaleimei tang karamle; 
1TI.3.7	Mpounii nrou sangamsii seitan mah mphee kitei liit kasu tiisii, sabato kaleimei hangnii mpougo sadzyii ngariit tiisii kaleimei hangninii tang karamle.
1TI.3.8	Tei takumpii charsh kito tiikahamei teiniido jairali bitangle sateichii lung matei tang karamle. Ahnyiinii jou hangkii saklakle, mak- kii sanahgo lunyiilakle. 
1TI.3.9	Ahnyiimah kamalum mah kamakum kathok samtei ahnyiinii kabi kashyii tikabui kamatei lungswi teipii jum tang karamle. 
1TI.3.10	Ahnyiigo reipii jaiju tang karamle, sateichii teito jaikaju tei ahnyiinii ngam woleponii, ahnyiinii nga ngamatulo; 
1TI.3.11	tei takumpii sapwimei teiniido jairali bitang karamle, sateichii samlat moilak tang karamle, nlenii ahnyiinii mahlyii hang kito lung manoi tangle, sateichii malum kabuimei tang karamle; 
1TI.3.12	charsh kito tiikahamei teinii nou hangninii roinii matulo sateichii mpou nahmeigo sateichii mpouki kalung mpung go tiigatpii jumatou kabuimei matulo; 
1TI.3.13	kada- pokii Charsh kito tiikahamah tha tiigatpii tiikalumei ahnyii teinii mpou mpou jangpii bam kabi satei- chii Krista Jisu dato kalei kamalum kiteito hangkapii maning kamalum tei doule.
1TI.3.14	Inii goda kalangsii gong tang- lesii maning malumle. 
1TI.3.15	Nlenii Inii poi mathang tuleponii, Saraamah kikalung mpung kito kada kakum jairali tat tangpo katu nangnii tiwo kabui jangpii, Inii godakii sam hang ai ryii leile...ki kalung mpung teinii ringkalei Saraamah lat mpat kalu- mei, kasangmah ki kacheng ninado sakui ki teile. 
1TI.3.16	Nyiimah dormomah kamakum kathok sam ai kada- ziikapii dipo katu ai meikaniido mazhii kasu tei tiiwo lakle:
1TI.3.16	Mpounii meinah mah pumzai pungsii gong pyiile,
1TI.3.16	kasangle katu tei rangiinii mangoule sateichii sating gamlui hangnii ngoule,
1TI.3.16	mpou go luihang dakii tam ralipyii takle,
1TI.3.16	sateichii sazyii pouryii bamlyii hang kito malum wotakle,
1TI.3.16	sateichii pumtei kava kito sating gam pangkhiitu takle.
1TI.4.1	Rangiinii matei sageisii tamle, katunii kana tinglangki mei kangkanii kamalum tei rat toi aitangle; ahnyiinii kasang kasu rangii hangnii katam tei jaitangle sateichii seitan hangmah rali kapyii tei switangle; 
1TI.4.2	ai ai kachuimei mah kabijai tiikanyii kito patle, sateichii ahnyiinii ahnyiimah kasang kama- jyii tikabui lungswi kikii miru kama- gang sagyiipii rusii kaleimei teile; 
1TI.4.3	ahnyiinii kalakna katiido namle, sateichii kamalum mei ninado kasang tikalumeinii tam kamatoi katam njasii tiimatu tang karam jangpii Saraanii tiikapyii chiitak tei ryiimatu tang karam jangpii kakhatsam pyiile. 
1TI.4.4	Saraanii tii mpat kapyii hangteinii kabile sateichii hakalang tei njasii poi woleponii, mazhii kalak samah kado gale. 
1TI.4.5	Kadapokii Saraamah samtam ninado kariita teipiinii tiimatei matule.
1TI.4.6	Nangnii sam hang ai kang- sanamei lung kikii kaipyii leponii, nangnii kamalum samtam hangteipii sateichii nangnii swikalei kabi karali hang teipiinii n-go tiisangting pyiisii, nang Krista Jisumah kabi kikaleimei hangninii tiitangle. 
1TI.4.7	Nlenii tam kakadak, Saraa haikasu meinahnii likalu kakadak rasam ki teito mpaa wolo. Nang goroinapii Saraago kama- ning kiteito tiiralilo, 
1TI.4.8	kadapokii pumzaimah tiikarali teinii cheng- niikii jangpii roinii mai bamle, nlenii Saraago kamaning teinii aitoi jangpii sateichii gong tang karam mah ringtang karam riishii jumsii kalei jangpiinii mahlyiihang jangpii maiteengle. 
1TI.4.9	Tam kalei samtam ai matwisii lukai tang karam ninado malum tang karam jangpii kasangle. 
1TI.4.10	Kadapokii aijangpii nyiinii kamagesii tha tiile sateichii ngam kabui tiisii mahung leile; kadaponii meihang jangpii routiisanii kamalum meimah keikapyii Bangpii tiisii kalei karing Saraa dakii nyiimah maning kamalum tei satto takle.
1TI.4.11	Sam hang ai kakhatsii tam ralipyiilo. 
1TI.4.12	Nang karanumeile sii mei kata hangninaniido maning kamajaang tei tiimatu sulo; nlenii kamalum jangpii samtam kito, jairali kito, lungkasyii kito, kamalum kito, kamatei kito meigo tiikamangou hangninii tiilo. 
1TI.4.13	Inii gong kasuta, kabi rasam kafii kikii, tam katat kikii, karali kikii lungliitlo. 
1TI.4.14	Lung- kakalingmeinii tam ka-mpat sateichii katingmeinii go phyiiryiikii bah poikai katu tinglang kak, godakii pyiikabam, godato kalei rangiimah luha gotei kalet sulo. 
1TI.4.15	Mei hangnii gomah doitat kalei tha tei ngoukabui tiisii, aihang ai tiiralilo, teihang kiteikii goroinapii nangnii lung- pyiitoi ailo. 
1TI.4.16	Goroinapii n-go julo sateichii gomah karali gotei julo. Aihang ai taksupii tiisii leilo, dapokii nangnii tiisii leileponii, nangnii goroinapii n-godo sateichii gosam shii kalumei godo keipyii tangle.
1TI.5.1	Katingmeigo n-gisulo, nlenii mpougo go pfii takumpii, sapfiimei karanumeigo gosanamei takumpii, 
1TI.5.2	sapwimei katingmeigo pwimei takumpii, sateichii sapwimei kara- numeigo go taipwi takumpii lung matei sageisii katwikai pyiilo.
1TI.5.3	Kamipwimei tiisii kaleimei hang go sadzyii ngariit tiilo. 
1TI.5.4	Nlenii kamipwimei hangninanii mpoupei taa nahmei leileponii, taa nahmei teinii ahnyii kikalung mpung ki sek teito reipii dormomah tingnei ting- neikii tiikamajyii tha tei tiirali matusii ahnyii pwi-pfii ninado ahnyiipei paomei dakii ruitang karam tei rali matulo, dapokii ai ai Saraamah mikjot kito kamazhii teile. 
1TI.5.5	Mei kado jukasei kaga, mpoupei roinapii kalei kamipwimei teinii mpoupeimah maning kamalum tei Saraa dakii satsii ninado taksupii riitasii mpoumah tiikaha tei tinghum tingna khangsii leile. 
1TI.5.6	Nlenii mpou- pei roinapiinii kasamou kiteikii pyiisii kalei kamipwipei teinii mpou- peinii ringsii leikado, mpoupeinii taitakle. 
